USP1,APITD1-CORT///APITD1,PICALM,HBG2///HBG1,UNG,COX11,AREG,PLS3,ARMCX1,RAG1,VPREB1,HLF,PAWR,VPS13A,CRHBP,LOC101060817///GCSH,YME1L1,CLGN,TPD52,JAM2,NRIP1,DPPA4,LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10,RCN2,SEMA3C,MYLK,AKAP12,REC8,HBA2///HBA1,CCL5,PCDH9,PHGDH,FAM30A,NUDT11,FOXN3,TRAC///TRAJ17///TRAV20///TRDV2,MRPL9,AVP,CD3D,NSMCE4A,CTDSPL,C8orf33,SLC4A1,RFC2,CX3CR1,TMEM38B,RFC5,BTBD3,C3AR1,GNLY,LDOC1,CD2,PTPRD,HELLS,PDE4B,VPREB3,IGHD,SRI,IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,GIMAP4,FAM3C,MIR631///NEIL1,CD79B,SC5D,TMEM8A,FNBP1,NAALADL1,BEX3,MAGOHB///MAGOH,HDGFRP3,IGHA2///IGHA1///IGH,ELMO2,IL4R,GIMAP1-GIMAP5///GIMAP5,DSG2,PLOD2,EREG,IFT57,CD70,ALAS2,ALDH1A1,TCF4,SERPINE2,C10orf10,CHMP2B,RPA3,HMGN5,EID1,DUSP26,TOP2A,NAP1L3,TSPYL5,DNTT,KYNU,ZNF334,LRIG1,MIS12,OXT,ATP6V0E2,HCK,MIR6733///EBNA1BP2,MME,SH3BP4,C2,ADGRE5,RAD51AP1,GNS,CFP,ZCCHC6,IQCJ-SCHIP1///SCHIP1,CGREF1,PIK3R1,ALAS1,SETDB1,STAG2,TMPRSS2,CITED2,INHBC,COL5A1,SOCS2,PXMP2,PLD1,IGKV1OR2-108,FYB,CDC42BPA,CCHCR1,GYPB,ABLIM1,WNT10B,DYSF,BIRC5,VCAN,WIPI1,DENND4A,CRYGD,TEF,EXOSC9,MOGAT2,ZNF135,PPP1R10,BLNK,ITGAX,ZC4H2,POU2AF1,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,FHIT,ADAM10,PRF1,TFEB,WTH3DI///RAB6A,KLF2,S100P,CD247,TYROBP,YEATS4,ROBO3,IGHM,BBX,CLDN10,CDA,TMEM135///DNAJB6,PRSS8,AASS,TRAT1,PON3,HEXIM1,EMCN,SERPINA1,CD8A,STAT2,PLCB4,TMEM243,NCF1C///NCF1B///NCF1,SNORA11E///SNORA11D///MAGED4///MAGED4B,NPY,IGLC1,ARID3A,DUSP7,TMEM121,LCK,S100A8,EHBP1L1,FAM169A,ZCWPW1,PAX5,F2RL1,SULT1B1,TRPM2,ALOX5,GGH,OPCML,APOC1,TAOK2,LOC100996919///CD8B,IL13RA1,RAB5C,HIST3H2A,TRAC,WT1,Class
0.750233886,0.533250451,0.796290145,0.995637633,0.762175988,0.709542973,0.468138486,0.18808463,0.432846036,0.352515561,0.417171593,0.342272066,0.120076769,0.325679503,0.495785919,0.75679352,0.815431099,0.112670562,0.12864809,0.085822482,0.775868643,0.237440293,0.181801293,0.537956099,0.263773568,0.496148493,0.310230807,0.795408012,0.996900739,0.528130719,0.382499717,0.644169623,0.679414473,0.148569653,0.761657398,0.892508028,0.716791343,0.171677825,0.906521385,0.713082071,0.426330809,0.679709073,0.9734351,0.371284607,0.776288394,0.318199546,0.667741736,0.546431901,0.554098845,0.609878329,0.588095131,0.830839032,0.239343497,0.572372629,0.829600356,0.166129903,0.960373684,0.362767303,0.903887275,0.867797377,0.740826765,0.580856538,0.190942257,0.677046144,0.584987849,0.604342799,0.860132107,0.084651812,0.650798671,0.507159906,0.116676331,0.990214813,0.604592956,0.679060532,0.824057649,0.186923268,0.151723777,0.00930973,0.468138486,0.489795918,0.980250511,0.011652061,0.728361479,0.553505648,0.664749339,0.460695151,0.785915169,0.384523391,0.454636841,0.121978208,0.681235886,0.02007546,0.324137913,0.942717368,0.649830441,0.014188148,0.091496916,0.630806603,0.197010793,0.61175423,0.710086838,0.49554394,0.24408929,0.07802474,0.518869826,0.783586377,0.473055464,0.583343909,0.886625571,0.791436637,0.834716578,0.144926504,0.898466365,0.682870641,0.819482782,0.534513097,0.443544521,0.912833647,0.516395611,0.170655322,0.534303053,0.695818909,0.262807561,0.929741167,0.780442798,0.015420233,0.207007155,0.901111855,0.551020408,0.140539445,0.625423112,0.558313797,0.692084935,0.265501115,0.242457343,0.465212202,0.329581742,0.68478482,0.194837564,0.036227068,0.160019636,0.821728039,0.181801293,0.392296385,0.675016765,0.891179037,0.659525778,0.592158433,0.831561456,0.276218554,0.33829492,0.970922498,0.510384601,0.65882868,0.976952937,0.400202497,0.525427733,0.942225294,0.762279561,0.575104958,0.443675339,0.690108142,0.511707654,0.026395267,0.599123468,0.659873594,0.504359751,0.043016472,0.674296893,0.837967197,0.799191752,0.059447773,0.750272803,0.793296804,0.042289314,0.537125337,0.829793089,0.683974385,0.10905442,0.292505466,0.685708093,0.989044013,0.543092874,0.06122449,0.527301934,0.54063906,0.265890346,0.658537643,0.813023199,0.515204159,0.620647273,0.479296297,0.296500376,0.647132593,0.638548594,0.362937156,0.655961702,0.711367772,0.900081309,0.719894249,1
0.716110852,0.577743781,0.80383537,0.988445905,0.764323724,0.675500769,0.167055173,0.115230911,0.568255679,0.310347411,0.658129384,0.061106395,0.254227337,0.259298441,0.578295398,0.80632518,0.69234665,0.163316917,0.061805601,0.450755788,0.870655228,0.047234499,0.072187443,0.640756731,0.053191995,0.416563421,0.378516924,0.803125496,0.997454252,0.492381895,0.14377508,0.612852568,0.688900949,0.265967165,0.823867519,0.793252507,0.582431155,0.106381894,0.815077443,0.646778305,0.442590462,0.752653684,0.946622773,0.446337847,0.650235811,0.491399698,0.711914563,0.531533768,0.551020408,0.297516354,0.447000982,0.59200054,0.345235011,0.475022585,0.475402358,0.475781576,0.845162294,0.368029709,0.8435086,0.642758554,0.390988759,0.502483505,0.406966891,0.635714367,0.669255577,0.451299816,0.765002305,0.130105512,0.311904624,0.557935288,0.210110142,0.983343689,0.661992675,0.686524858,0.734272706,0.093998329,0.120269655,0.203581513,0.456410673,0.519122073,0.950307464,0.104538834,0.669662701,0.469387755,0.341937536,0.505534639,0.824903358,0.016568335,0.490907248,0.28030411,0.623485384,0.015736646,0.080421415,0.487028766,0.852336255,0.053828307,0.019924708,0.515398448,0.307188749,0.328629585,0.593307326,0.535187458,0.206697952,0.098361687,0.463630123,0.719451321,0.469387755,0.467992362,0.886219691,0.725253566,0.895655377,0.159709243,0.896494346,0.661032376,0.871544838,0.548639251,0.471193965,0.887995611,0.497840732,0.053191995,0.663426316,0.763318023,0.364323207,0.797196568,0.819001366,0.046545381,0.282017583,0.858252048,0.550735821,0.291609088,0.181097015,0.593225842,0.038689999,0.111174852,0.365761022,0.745798092,0.406966891,0.69710233,0.448979592,0.018373985,0.164573949,0.874385075,0.262582387,0.522364433,0.484720386,0.710630991,0.649610701,0.665915779,0.733977447,0.285215957,0.407715344,0.837509004,0.5044824,0.565413458,0.963817787,0.436444072,0.365123229,0.922113487,0.747614871,0.722259167,0.374579614,0.702361446,0.487028766,0.011900563,0.410637054,0.518359739,0.525991455,0.028676158,0.406816912,0.601331098,0.751313786,0.017594924,0.74576086,0.409712333,0.417163157,0.462462737,0.590344499,0.793792377,0.120817858,0.120269655,0.49127667,0.840134285,0.431694752,0.019189924,0.329818734,0.593144332,0.070861211,0.719496146,0.871613062,0.346630181,0.827107082,0.580255139,0.242449759,0.586039832,0.528626849,0.451707072,0.678568109,0.640497266,0.811481366,0.608349336,1
0.687498456,0.543993213,0.785136329,0.982474825,0.714285714,0.591671741,0.656155843,0.192679613,0.420294777,0.050360675,0.455427136,0.256620353,0.33610937,0.308050472,0.408854913,0.610478977,0.603269648,0.021313705,0.306118476,0.145725981,0.770855905,0.086921813,0.146856605,0.645543854,0.25141036,0.166907079,0.3261476,0.652659964,0.994748824,0.419473397,0.392282891,0.424517647,0.201412421,0.199028691,0.813015649,0.844844619,0.728188113,0.127549933,0.772691972,0.695541307,0.522790541,0.642558142,0.935248171,0.478967447,0.970294848,0.338773884,0.64123121,0.609768609,0.930771013,0.512570929,0.504890797,0.78502355,0.200736027,0.074513984,0.832012931,0.52485234,0.893310549,0.333406642,0.906584538,0.833694872,0.936170832,0.588598217,0.209823799,0.762641034,0.55139504,0.728392587,0.782440099,0.058898385,0.20208514,0.637447106,0.091964875,0.985317973,0.72179277,0.825254854,0.892072806,0.484009049,0.145725981,0.264339657,0.670061344,0.710178816,0.944776781,0.282763905,0.549813062,0.391924185,0.596949802,0.571000498,0.854469941,0.105055344,0.586835686,0.204081633,0.682514694,0.066825236,0.35244221,0.552608263,0.874883135,0.063568718,0.145725981,0.590762193,0.167801146,0.66084307,0.951642614,0.712754325,0.050360675,0.518262391,0.787294743,0.939068219,0.672138133,0.814021659,0.974434642,0.81134271,0.625882775,0.208161192,0.679021534,0.725760461,0.804375498,0.686062588,0.33087694,0.955322165,0.577204895,0.113697589,0.36263054,0.695742148,0.323064135,0.925496591,0.775635851,0.013398779,0.315590732,0.824547975,0.274283756,0.403963625,0.796961856,0.682839488,0.971156792,0.373137918,0.503822143,0.506661035,0.022204757,0.681591957,0.36263054,0.094744675,0.22240799,0.795617649,0.683649485,0.197645661,0.670813419,0.817057085,0.548802252,0.775428835,0.787879291,0.547277959,0.401746683,0.981131617,0.882628241,0.627201079,0.985061472,0.450284062,0.17598963,0.84333776,0.553629701,0.600466778,0.84333776,0.598453283,0.325929011,0.020408163,0.247374868,0.371704228,0.628380818,0.090547779,0.980502579,0.60791082,0.565183518,0.177234783,0.748680627,0.946009471,0.60791082,0.211791157,0.772392159,0.783835427,0.413468014,0.323507719,0.571877994,0.996802701,0.770159105,0.035508544,0.368392146,0.599201178,0.057411494,0.545127453,0.7763742,0.749731194,0.616701917,0.588012178,0.155575018,0.46100624,0.546461003,0.735335483,0.654365943,0.499497679,0.822736258,0.570914784,1
0.620415131,0.619921005,0.902076997,0.985770344,0.657599948,0.705306154,0.417978579,0.123441667,0.462922827,0.153228084,0.034882469,0.309215617,0.2843609,0.44200267,0.509527871,0.709275309,0.616022143,0.282994465,0.309368794,0.339329625,0.882179678,0.398700295,0.033743356,0.642166539,0.213103768,0.11119923,0.282382906,0.732993114,0.997621095,0.652400959,0.298245295,0.585029913,0.233277414,0.194826346,0.72345312,0.781017639,0.660112979,0.042196856,0.852224105,0.555641971,0.208167622,0.470268668,0.953661903,0.342326665,0.92472501,0.516487705,0.670274658,0.651812833,0.897310168,0.624095537,0.725788982,0.732022712,0.147309737,0.094932047,0.784465802,0.436177401,0.685339751,0.26236224,0.682164173,0.392887476,0.789218809,0.361147011,0.326530612,0.647439422,0.615102332,0.659435973,0.566847191,0.065325406,0.464416978,0.714128923,0.199932109,0.980166289,0.575774613,0.864712227,0.841724384,0.1030923,0.204857432,0.2348886,0.62909399,0.392569602,0.925531822,0.047512872,0.44200267,0.562295128,0.389208671,0.357685672,0.808280876,0.320190406,0.599331061,0.193448765,0.509978855,0.144455993,0.478927686,0.131603987,0.782267513,0.105682832,0.131603987,0.65698529,0.259508161,0.494471316,0.922261866,0.562095651,0.288334583,0.01909009,0.619756117,0.900339696,0.595515175,0.795233925,0.955863951,0.780946022,0.483158174,0.037102931,0.690493917,0.738656731,0.789218809,0.639724855,0.397766306,0.960376117,0.395259434,0.217628411,0.697018839,0.672354726,0.255764263,0.802219065,0.78772612,0.144867401,0.188365158,0.904088966,0.562394818,0.129252839,0.868536493,0.530180956,0.980070324,0.416367513,0.702317341,0.377922552,0.257079187,0.421316124,0.328978888,0.09228403,0.163265306,0.617853407,0.603813287,0.551640709,0.519300165,0.175347905,0.445385082,0.769195361,0.800855253,0.23979773,0.615186067,0.970416715,0.905496524,0.686513789,0.985693523,0.604435651,0.14609412,0.8579391,0.421604386,0.640948181,0.743023061,0.768101407,0.501634755,0.016866794,0.212618361,0.583257375,0.647439422,0.313602151,0.959432055,0.738915759,0.45963626,0.164344259,0.784606941,0.972448924,0.285414648,0.494590203,0.429534314,0.709541375,0.122946213,0.121549336,0.526051897,0.996903113,0.50748963,0.067592283,0.601221507,0.663005835,0.348467745,0.634781036,0.722301119,0.742725907,0.706546151,0.528774889,0.172679683,0.428150053,0.474508149,0.747728712,0.614683309,0.646916285,0.515582015,0.377772635,1
0.603852423,0.521494745,0.859051987,0.992713281,0.626123513,0.512332373,0.140572289,0.094158538,0.410920775,0.032003824,0.098423271,0.464472799,0.31989906,0.420114162,0.460230397,0.750430868,0.794781099,0.216121061,0.267282075,0.211229182,0.778370007,0.24006588,0.240882804,0.34260583,0.217381906,0.210704691,0.350306759,0.713614434,0.997564602,0.471640785,0.116935308,0.31739893,0.1301739,0.26512623,0.668697252,0.850913488,0.655762026,0.467263802,0.796624341,0.637370491,0.434349902,0.678477774,0.966177365,0.333790546,0.864637359,0.237586346,0.527932173,0.533602263,0.666312793,0.837192913,0.670615847,0.790257171,0.307449474,0.248367444,0.66997777,0.451000053,0.792969774,0.293620406,0.647513032,0.578978465,0.739540592,0.632961016,0.310263585,0.713614434,0.638587123,0.670041643,0.664299299,0.038019955,0.772700916,0.656164915,0.165724169,0.968884811,0.479335661,0.863771813,0.866370777,0.286746034,0.229213085,0.030400765,0.461135993,0.491101039,0.976611421,0.029856769,0.539892119,0.724800861,0.560235158,0.376454527,0.65502189,0.298524449,0.253325563,0.468397158,0.376767589,0.069368137,0.364208817,0.158255507,0.798589013,0.017335151,0.17051599,0.386865,0.409781992,0.430134492,0.886356189,0.538821563,0.236750058,0.104643891,0.458409868,0.863819139,0.323939287,0.719017935,0.942976781,0.808769297,0.474843613,0.055141365,0.877594897,0.825823807,0.773470768,0.561434527,0.41597916,0.917229112,0.467642126,0.375984129,0.300067982,0.669146098,0.401526723,0.761281356,0.790066707,0.331881488,0.127650093,0.911953879,0.345157784,0.147658588,0.850913488,0.491901519,0.934139609,0.339559042,0.53070254,0.39323202,0.311007328,0.579791,0.262033939,0.055665759,0.226758706,0.511151897,0.667217403,0.542116748,0.360495638,0.658370537,0.552546224,0.605308966,0.820548145,0.520923258,0.313221987,0.970594029,0.944211684,0.334895381,0.985071706,0.313221987,0.229654785,0.872683247,0.599272294,0.765411417,0.745900628,0.608359434,0.372345185,0.032528815,0.27861424,0.678131445,0.601816898,0.077727224,0.890366913,0.806264609,0.686655127,0.050265681,0.760159527,0.955322987,0.461265112,0.419429947,0.545847003,0.771282252,0.311748295,0.076835853,0.621365339,0.992831884,0.753309512,0.017173954,0.17931831,0.54202041,0.329953081,0.478129095,0.847191393,0.689269765,0.588014602,0.290213592,0.24592691,0.53715856,0.634631747,0.48410765,0.692241926,0.634704163,0.775161063,0.550647529,1
0.846804582,0.568121463,0.816727742,0.984336522,0.792399053,0.639520953,0.597569633,0.351485272,0.271532203,0.238994735,0.19468869,0.135371838,0.357179075,0.539146506,0.47396331,0.732349768,0.574102054,0.346860079,0.342472267,0.502955693,0.739358023,0.342800621,0.11834436,0.506733354,0.028564654,0.217031877,0.318706059,0.782525852,0.988122199,0.802549172,0.618304358,0.592263175,0.08976157,0.162246835,0.838985267,0.738738658,0.800408278,0.228258928,0.685036718,0.676589995,0.063085848,0.724345129,0.394907461,0.607895268,0.38808475,0.521189214,0.715136548,0.815760966,0.813813572,0.602516564,0.605392043,0.62621043,0.439036418,0.534964998,0.425671228,0.533004712,0.72273118,0.261777205,0.647306641,0.508884287,0.245309707,0.247350501,0.214370155,0.539752958,0.583853343,0.615536616,0.869122979,0.038560068,0.495828334,0.754514134,0.232155765,0.8995564,0.610717297,0.77184915,0.578333105,0.567184782,0.077964084,0.979965193,0.781474288,0.480835095,0.239424725,0.048766867,0.831842123,0.582404518,0.172769367,0.504335601,0.877106601,0.094714835,0.581989344,0.078496113,0.605478727,0.01661712,0.535990955,0.203529834,0.433498492,0.078496113,0.709989671,0.54819907,0.359643933,0.710146761,0.877808186,0.648692589,0.204081633,0.36159569,0.66260117,0.901285125,0.544059206,0.403101174,0.758058251,0.591705219,0.275431376,0.309958439,0.866138188,0.851430926,0.686761631,0.757247419,0.254075064,0.855044329,0.735752394,0.286144297,0.698416283,0.793065304,0.31821304,0.572714667,0.680378827,0.024041898,0.288916289,0.366557287,0.522703839,0.225678556,0.85798466,0.653720985,0.635888217,0.407555185,0.378878476,0.526398541,0.225915105,0.821532379,0.207778875,0.028017808,0.268301788,0.30002323,0.614060147,0.306474652,0.623440886,0.540458742,0.577596751,0.5913021,0.682135565,0.260491799,0.06246907,0.946166474,0.980711853,0.581885466,0.960774563,0.451430234,0.076891833,0.930678659,0.863716367,0.668517404,0.711608275,0.644292278,0.576436143,0.039924092,0.030175589,0.565617169,0.343945621,0.085764865,0.776855914,0.751927349,0.560652001,0.068478972,0.703571428,0.841426641,0.123846026,0.530612245,0.396663598,0.796052739,0.064914643,0.36718924,0.693713755,0.994250103,0.532278845,0.277253991,0.1629267,0.721728958,0.017887653,0.762103865,0.68225225,0.523052239,0.739225436,0.194394052,0.182354336,0.51825388,0.5532117,0.46761587,0.725148109,0.628171975,0.605738624,0.267338625,1
0.526273319,0.547080146,0.842285732,0.962836308,0.651827127,0.689429029,0.399219827,0.302587137,0.156334847,0.276532225,0.084575657,0.091615142,0.070658539,0.483271149,0.481238361,0.612168093,0.638448947,0.215304392,0.345383832,0.166268628,0.77982499,0.086018979,0.081632653,0.494175203,0.016146607,0.121878,0.199527971,0.651192044,0.995483511,0.51919005,0.193630388,0.471096101,0.598168053,0.26383198,0.852866186,0.771679635,0.717435474,0.19522632,0.824185314,0.747594344,0.534527048,0.598737634,0.796899744,0.451236219,0.951913267,0.257269489,0.655688507,0.444632732,0.833467363,0.658860193,0.491994338,0.82780971,0.057485157,0.323650966,0.528859895,0.494319977,0.184102067,0.333716166,0.248773376,0.129798049,0.933700466,0.540391312,0.421851866,0.683390135,0.598981324,0.671228275,0.810905358,0.116615737,0.174873936,0.621153866,0.040816327,0.778232955,0.683497491,0.819132252,0.872283113,0.126173401,0.162362091,0.165417772,0.577200129,0.451983672,0.66449734,0.017068476,0.502307216,0.566722418,0.403903841,0.589168168,0.749522453,0.028715405,0.525752394,0.230463972,0.484214015,0.040162417,0.354815402,0.099522951,0.955945772,0.080882999,0.439585407,0.48648877,0.182559754,0.586855795,0.940605725,0.4656136,0.204081633,0.088851608,0.505243219,0.948771886,0.3544289,0.607043421,0.979820521,0.897008506,0.184955538,0.219668454,0.859032971,0.711247424,0.860619772,0.653711526,0.204768145,0.900556902,0.45257994,0.030258994,0.497771721,0.570267401,0.354622245,0.197978238,0.813224561,0.065610058,0.327390104,0.264078688,0.503289394,0.22928939,0.858879658,0.532572769,0.930496315,0.329097597,0.445388011,0.170439306,0.343027477,0.655348746,0.541784538,0.161452626,0.233357957,0.668918506,0.798538955,0.292946413,0.462493241,0.070658539,0.48151038,0.713800615,0.709682542,0.510873976,0.525125679,0.981486715,0.750462603,0.716269726,0.986911646,0.356353933,0.484616987,0.840215452,0.607200344,0.535956414,0.762838251,0.675355607,0.419943297,0.166691925,0.292710168,0.241156163,0.704493948,0.22840193,0.952791366,0.738083612,0.653711526,0.137333433,0.777123477,0.974173547,0.40190896,0.558647875,0.172474296,0.781707142,0.308891423,0.051171085,0.579695288,0.996983905,0.833879387,0.029491687,0.397009722,0.542477975,0.109228075,0.677735717,0.656705065,0.76195069,0.549202885,0.447937765,0.261843435,0.57580307,0.543070678,0.806872434,0.60180611,0.524811661,0.666912533,0.398711827,1
0.694787484,0.487746146,0.869708612,0.993118093,0.67714748,0.705238879,0.593554616,0.162061225,0.469401071,0.227399978,0.21830464,0.096239955,0.181304918,0.432817761,0.288686016,0.734641665,0.621348606,0.228600413,0.364534771,0.358505044,0.777471907,0.1855006,0.041730098,0.648943914,0.03901479,0.166789199,0.29408638,0.66147002,0.996862675,0.804302256,0.407737263,0.42904677,0.400211285,0.189784737,0.824367155,0.905136437,0.644974094,0.266062488,0.911376937,0.700172244,0.298755265,0.622983464,0.977573699,0.451628141,0.944681006,0.429679175,0.695852496,0.641889507,0.836829278,0.881900725,0.527208725,0.789072717,0.092048823,0.041730098,0.819303461,0.482731124,0.646594792,0.290442291,0.702356238,0.536904159,0.763665005,0.679025069,0.259378696,0.648759294,0.4907436,0.603809575,0.757518921,0.11814243,0.427523929,0.506977816,0.280641264,0.796998112,0.561300455,0.73765832,0.829536172,0.341582323,0.084705994,0.257780567,0.64653266,0.427523929,0.979925317,0.3156011,0.4908618,0.673274474,0.271433491,0.597147018,0.814174436,0.306333668,0.42936317,0.152405959,0.639277586,0.19629455,0.433751812,0.482854666,0.891649185,0.189784737,0.263866215,0.544271928,0.361916915,0.588939069,0.914433172,0.557553265,0.255140708,0.037154176,0.53938175,0.914383804,0.514925312,0.761795172,0.932338945,0.796268383,0.487382641,0.173540026,0.732615945,0.808771265,0.827706955,0.685142456,0.329057345,0.968945418,0.47748549,0.094163441,0.583084436,0.571167326,0.447364802,0.657986172,0.819858905,0.079557757,0.258181956,0.944962277,0.346938776,0.4750752,0.870836651,0.635533242,0.940550295,0.290248122,0.668115304,0.257579404,0.219614629,0.727386708,0.248186866,0.198613853,0.214289015,0.651878606,0.570032037,0.499338816,0.679825164,0.354457029,0.513686364,0.781351062,0.906792738,0.521469734,0.557553265,0.980750684,0.959727336,0.716447847,0.982794948,0.422062971,0.247535746,0.92853586,0.42797342,0.453010601,0.717835423,0.692015737,0.326921488,0.015415372,0.342485395,0.525920598,0.693125155,0.032559698,0.959133538,0.844849524,0.647957622,0.017634164,0.719713314,0.957062997,0.480496683,0.339763474,0.655229156,0.726140044,0.261934235,0.083945308,0.633047863,0.994612096,0.508301304,0.018941704,0.369219886,0.650171084,0.064519758,0.62534317,0.658177422,0.730491998,0.679025069,0.491687601,0.249479347,0.585316721,0.663974392,0.765149252,0.464454271,0.603809575,0.836673997,0.576341197,1
0.672109262,0.584156555,0.823770666,0.993367867,0.691120073,0.637011797,0.215741621,0.105593509,0.439782905,0.343996242,0.451610138,0.095261495,0.257050455,0.432167802,0.445483264,0.692010012,0.68057877,0.016970351,0.23330844,0.282078977,0.766190188,0.247357129,0.254973997,0.434388939,0.036936607,0.297136902,0.09642076,0.647629217,0.997634662,0.272182158,0.351621309,0.583568863,0.498215267,0.143316975,0.827516031,0.830097859,0.608044254,0.172532442,0.739375097,0.690077444,0.409894329,0.648779939,0.961474556,0.466955561,0.934454456,0.334420546,0.70420622,0.485715945,0.888033045,0.529725477,0.578560068,0.857251584,0.247112961,0.043762997,0.545397922,0.456922725,0.703803282,0.347774373,0.408636644,0.474623507,0.756872822,0.571869263,0.415165416,0.636057217,0.58724029,0.503339668,0.803853261,0.07913399,0.395672966,0.595306011,0.019987297,0.927668188,0.562294075,0.821957184,0.815900254,0.255669247,0.237512421,0.190121397,0.559842873,0.411768286,0.958579505,0.047987938,0.639601426,0.522501263,0.218634881,0.361717966,0.805232792,0.302384109,0.402544706,0.214405565,0.665318981,0.035189143,0.400691555,0.761600087,0.89045877,0.059463141,0.131604179,0.547222554,0.252397719,0.446186545,0.925544009,0.549128776,0.226249858,0.244897959,0.452160355,0.847532343,0.531317118,0.869065423,0.964858158,0.805134585,0.692355172,0.178557634,0.78450689,0.802413849,0.846623537,0.552058172,0.537961621,0.915083442,0.467730391,0.077219418,0.487721439,0.689679007,0.513912211,0.535766576,0.793798755,0.015360485,0.327118681,0.874498395,0.433946324,0.353608331,0.914252207,0.656520222,0.968172,0.456653071,0.491417209,0.209482366,0.291094419,0.52708105,0.451747808,0.1482698,0.275619786,0.857193049,0.623085031,0.266660006,0.092308792,0.361198606,0.596866879,0.802787155,0.755102041,0.578902821,0.417605473,0.945228705,0.959261841,0.454485077,0.984742729,0.343816384,0.235659992,0.858751066,0.556906016,0.524297965,0.830328897,0.584156555,0.250735678,0.01816082,0.352346061,0.531317118,0.6511843,0.173897435,0.908433774,0.613653668,0.645433373,0.061974055,0.760836246,0.903547531,0.276256277,0.424629565,0.432167802,0.730690459,0.387260871,0.276044392,0.542391663,0.993920602,0.735074097,0.019655551,0.441650154,0.516345459,0.01664101,0.628089405,0.724373398,0.715063751,0.64641183,0.462649603,0.180501406,0.652852877,0.542976381,0.748062784,0.769918378,0.604374765,0.709188226,0.179856931,1
0.80947516,0.527517673,0.768051566,0.992593947,0.812423254,0.798466896,0.438619363,0.647305572,0.703072171,0.344362412,0.414745185,0.112380863,0.704577902,0.594204653,0.39631185,0.842575929,0.694234085,0.397731468,0.207659788,0.313951669,0.703996185,0.02230491,0.348845896,0.814669749,0.232745629,0.37735572,0.279631478,0.769309456,0.996521005,0.436632492,0.523570089,0.473516655,0.356850005,0.851797843,0.871076575,0.829064531,0.731209161,0.109880328,0.973715676,0.760270762,0.679360434,0.716398855,0.888537861,0.653843198,0.4896803,0.483824525,0.813088106,0.708181309,0.433041095,0.860718912,0.504306031,0.60770547,0.229455305,0.537795917,0.631559106,0.604229425,0.707704041,0.402396586,0.467662157,0.480599724,0.199274715,0.680771092,0.235220614,0.581758077,0.633050555,0.486536588,0.554732084,0.104050532,0.985055089,0.670919015,0.734794065,0.943497851,0.690447132,0.571075629,0.672487186,0.523810964,0.490455081,0.309205149,0.489564625,0.204639567,0.907273235,0.361006245,0.591181791,0.826317995,0.19485413,0.516985038,0.801032621,0.711589258,0.667574834,0.470521141,0.80908833,0.787673015,0.868619024,0.171166036,0.836169558,0.565357642,0.319414147,0.740451951,0.397574197,0.547384398,0.683218079,0.593489413,0.162289692,0.143420382,0.438901801,0.673411721,0.755461946,0.565086279,0.783345061,0.719765976,0.507781631,0.17675435,0.749662418,0.763844441,0.7844775,0.587360984,0.318999423,0.936105001,0.477085275,0.111760726,0.783953538,0.751123651,0.261522223,0.650953414,0.703461673,0.688274258,0.372051596,0.684850769,0.469244387,0.241674654,0.58872126,0.749699069,0.745368119,0.543291785,0.384231203,0.542788014,0.193035641,0.841585074,0.181037219,0.390211768,0.193645104,0.49307542,0.081632653,0.755056101,0.623335084,0.253385317,0.580852458,0.651688489,0.767198071,0.366303694,0.497342998,0.945136292,0.515623997,0.598139948,0.878199366,0.49938759,0.221893395,0.843578637,0.665557931,0.633645542,0.392962286,0.776980641,0.21800672,0.358848297,0.205194752,0.455406184,0.546293019,0.083926122,0.677176209,0.642649034,0.612165256,0.283851718,0.558387879,0.435346063,0.47376454,0.446671979,0.324927064,0.388084293,0.318167282,0.01857514,0.524292079,0.985967727,0.622554034,0.238607527,0.380992616,0.593966476,0.02230491,0.609796995,0.622055689,0.422287182,0.790816459,0.372409285,0.551881998,0.280484688,0.585831356,0.433619514,0.742848365,0.746449717,0.845097878,0.917403097,1
