Gene.symbol,GSM1057835,GSM1057836,GSM1057837,GSM1057838,GSM1057839,GSM1057840,GSM1057841,GSM1057842,GSM1057843,GSM1057844,GSM1057845,GSM1057846,GSM1057847,GSM1057848,GSM1057849,GSM1057850,GSM1057851,GSM1057852,GSM1057853,GSM1057854,GSM1057855,GSM1057856,GSM1057857,GSM1057858,GSM1057859,GSM1057860,GSM1057861,GSM1057862,GSM1057863,GSM1057864,GSM1057865,GSM1057866,GSM1057867,GSM1057868,GSM1057869,GSM1057870,GSM1057871,GSM1057872,GSM1057873,GSM1057874,GSM1057875,GSM1057876,GSM1057877,GSM1057878,GSM1057879,GSM1057880,GSM1057881,GSM1057882,GSM1057883,GSM1057884,GSM1057885,GSM1057886,GSM1057887,GSM1057888,GSM1057889,GSM1057890,GSM1057891,GSM1057892,GSM1057893,GSM1057894,GSM1057895,GSM1057896,GSM1057897,GSM1057898,GSM1057899,GSM1057900,GSM1057901,GSM1057902,GSM1057903,GSM1057904,GSM1057905,GSM1057906,GSM1057907,GSM1057908,GSM1057909,GSM1057910,GSM1057911,GSM1057912,GSM1057913,GSM1057914,GSM1057915,GSM1057916,GSM1057917,GSM1057918,GSM1057919,GSM1057920,GSM1057921,GSM1057922,GSM1057923,GSM1057924,GSM1057925,GSM1057926,GSM1057927,GSM1057928,GSM1057929,GSM1057930,GSM1057931,GSM1057932,GSM1057933,GSM1057934,GSM1057935,GSM1057936,GSM1057937,GSM1057938,GSM1057939,GSM1057940,GSM1057941,GSM1057942
REXO2,0.899458032,0.839330022,0.855031601,0.853386819,0.890022239,0.880054501,0.895430773,0.88575043,0.822110083,0.78726594,0.650293498,0.897419802,0.89133009,0.827558901,0.89247948,0.815243512,0.840167843,0.602717116,0.808540524,0.849588662,0.824944151,0.85882912,0.825457746,0.898068623,0.861019445,0.879728244,0.839392237,0.877704522,0.782748239,0.824280237,0.901165737,0.832913674,0.909714618,0.936136584,0.923419534,0.899776644,0.915700043,0.96833806,0.910871507,0.957817004,0.920349828,0.886730312,0.900254547,0.819518296,0.881482131,0.964434199,0.884969511,0.944753179,0.873764981,0.906345196,0.92478089,0.923683012,0.855941771,0.925064781,0.966307184,0.942432487,0.979673315,0.898752766,0.901759604,0.926336344,0.878423086,0.882496446,0.901263779,0.892749497,0.805897389,0.858558628,0.862706273,0.88251723,0.80620325,0.806703509,0.938476732,0.918381185,0.873696878,0.948664431,0.933716721,0.866222795,0.932487735,0.888835097,0.953950062,0.674258696,0.961077279,0.757745121,0.825794441,0.806932303,0.82026851,0.747024911,0.848236718,0.7910061,0.827601266,0.922595376,0.96656862,0.831127339,0.912297517,0.869109204,0.716796471,0.86292102,0.924831342,0.769312123,0.887199059,0.907810727,0.913556251,0.928955848,0.923621484,0.947626855,0.952659597,0.956279463,0.960151281,0.952044199
TNKS2,0.764398117,0.701751664,0.845362592,0.684126232,0.820132269,0.872544512,0.857114436,0.915344188,0.842377698,0.874111087,0.790810614,0.86216354,0.78587323,0.768591405,0.776369856,0.769128814,0.860949551,0.892037953,0.864237125,0.869652921,0.922348869,0.862812511,0.782768975,0.854817408,0.863207489,0.87953108,0.840544562,0.798396147,0.647818054,0.781465254,0.900368221,0.897964208,0.887705531,0.833231756,0.855428696,0.939929299,0.898490698,0.872740341,0.851076338,0.886078054,0.844828682,0.909698797,0.802352695,0.896309076,0.834718585,0.740126822,0.834034604,0.834775035,0.848155783,0.817366119,0.860507723,0.818002606,0.742323322,0.851204143,0.745929493,0.85850595,0.878727385,0.780510279,0.822231514,0.789467411,0.843051206,0.842367583,0.783879761,0.776695378,0.882605168,0.865343364,0.84858792,0.8612045,0.734740223,0.842184344,0.833299672,0.79773915,0.870854536,0.827059504,0.551230759,0.839308831,0.839796766,0.822841706,0.784228901,0.784508001,0.823072674,0.808442426,0.79235697,0.815371035,0.807229025,0.848707685,0.902802482,0.833134087,0.887525496,0.742174773,0.773674643,0.910008682,0.796259536,0.877644357,0.860287932,0.850322023,0.850335329,0.870620599,0.750173759,0.853997211,0.87243229,0.879503016,0.751343444,0.692614818,0.784621245,0.649931218,0.687274955,0.451247692
NUP50,0.717926052,0.598214617,0.590542218,0.71414247,0.683588237,0.696620952,0.459136552,0.631862617,0.720228797,0.610999937,0.64372508,0.534254494,0.558223965,0.710608155,0.549113564,0.690383164,0.463282727,0.688933059,0.674119888,0.695525971,0.705064042,0.626638806,0.619952716,0.580932296,0.654638195,0.656892512,0.676152492,0.728087605,0.616108694,0.57336281,0.737461002,0.74198306,0.436917388,0.369027372,0.620475455,0.580490908,0.638470378,0.587647637,0.736583938,0.572300583,0.543325294,0.705598958,0.505230045,0.671766061,0.648693644,0.552347212,0.598364856,0.652380423,0.600472997,0.632653061,0.58834393,0.509692521,0.382904307,0.668698568,0.74616624,0.695286449,0.649460112,0.541633515,0.695689997,0.620088622,0.672793383,0.613999886,0.683208958,0.652074126,0.667904125,0.527184554,0.593565915,0.571138744,0.743850973,0.569175308,0.658051321,0.715149761,0.694744065,0.663007886,0.056050183,0.738612198,0.71304601,0.651277573,0.670679049,0.797204293,0.747757253,0.715351307,0.703317016,0.771522106,0.724511569,0.789248736,0.707868671,0.718602615,0.670079555,0.730170595,0.613567282,0.756763507,0.656537422,0.548616913,0.742577507,0.732990061,0.630873554,0.567813195,0.554452943,0.597920874,0.428418408,0.639719422,0.379622876,0.144983531,0.239850638,0.543985278,0.404720643,0.412670344
REC8,0.286126841,0.565510623,0.760070383,0.791504608,0.73815029,0.726073734,0.609752431,0.614143612,0.616814569,0.610999937,0.707196108,0.836565326,0.582502247,0.642978803,0.865873445,0.719197817,0.6231625,0.733782979,0.686273742,0.645588661,0.737236241,0.734489161,0.667081864,0.795408012,0.803125496,0.652659964,0.732993114,0.713614434,0.782525852,0.651192044,0.66147002,0.647629217,0.769309456,0.719372309,0.811357512,0.630481021,0.725142468,0.932428382,0.605994075,0.80241631,0.661783109,0.740753173,0.628878342,0.80506003,0.747712837,0.670037896,0.669187326,0.73091603,0.764338807,0.73900044,0.692411803,0.742276391,0.514308126,0.766614483,0.740616038,0.636701882,0.71486088,0.708562984,0.649190442,0.738763112,0.648002849,0.631901541,0.609956415,0.689117897,0.687310301,0.600979277,0.641644348,0.504038459,0.819044185,0.745763265,0.619695894,0.71158252,0.843894632,0.683240054,0.838507666,0.790280532,0.659587761,0.720375369,0.606667569,0.590906319,0.746465896,0.659381108,0.718361113,0.608561455,0.703969776,0.670318962,0.717012631,0.582692306,0.804873501,0.721560887,0.667067324,0.726663413,0.720664084,0.638019061,0.757673977,0.730360303,0.713678518,0.749931215,0.733317072,0.633365192,0.608395679,0.628861104,0.828018427,0.884068871,0.884925972,0.864276256,0.884478138,0.865463961
CRIPT,0.230117617,0.325913512,0.532839301,0.489795918,0.450817219,0.332517854,0.551856235,0.624865356,0.390588471,0.486486027,0.611199034,0.540274437,0.625416823,0.54380574,0.490310661,0.175629688,0.514840586,0.389111655,0.554422412,0.425613421,0.533420236,0.459173303,0.264492348,0.475501309,0.442185506,0.299752694,0.341190574,0.430559145,0.373186794,0.579879126,0.455615792,0.291729168,0.533958365,0.430847205,0.566295319,0.622883772,0.601342717,0.462749965,0.48108844,0.496711998,0.687632616,0.514621208,0.520825932,0.539982814,0.390453815,0.408026356,0.567962598,0.586399537,0.526375264,0.471844171,0.531110723,0.483629359,0.605387644,0.512693188,0.408215256,0.540775635,0.526338579,0.375552869,0.516483386,0.365865745,0.553411721,0.488274266,0.571649513,0.456312007,0.544442483,0.614775545,0.488370904,0.580138518,0.089450823,0.260950564,0.470218389,0.524210562,0.408163265,0.36334895,0.731555552,0.499158444,0.474379122,0.568088933,0.638942969,0.058843651,0.468251165,0.680560276,0.487817935,0.523869139,0.451503998,0.5083649,0.54693356,0.502481581,0.332406715,0.491543879,0.564352846,0.549118856,0.431928604,0.56915746,0.162886766,0.340179752,0.624660369,0.457456593,0.47230445,0.603378333,0.517891992,0.579251445,0.377272863,0.294546245,0.506087175,0.151833418,0.429206004,0.106205747
DYSF,0.319457721,0.878665283,0.852757207,0.792568451,0.87976901,0.748268634,0.646294523,0.534879785,0.918165953,0.827867505,0.808545245,0.722600039,0.883934023,0.97205081,0.530708715,0.887919895,0.390483957,0.899231899,0.755162862,0.921739842,0.856235411,0.876892188,0.879936293,0.625423112,0.181097015,0.796961856,0.868536493,0.850913488,0.85798466,0.858879658,0.870836651,0.914252207,0.58872126,0.937265958,0.892914949,0.745098982,0.61597326,0.229901928,0.226400517,0.831227091,0.601822353,0.855527351,0.235912073,0.471111504,0.715525963,0.416070638,0.942526254,0.679442123,0.852052297,0.896151088,0.362038709,0.94930821,0.895275124,0.73082028,0.812191213,0.853612337,0.79483578,0.899809665,0.724709516,0.718785495,0.591274452,0.694229288,0.233623574,0.284328495,0.729539223,0.757898076,0.906565029,0.910374265,0.924974871,0.914765549,0.242331936,0.651601123,0.545538334,0.732642232,0.861815577,0.520892386,0.786832823,0.863863068,0.844445844,0.926420377,0.850298614,0.392737927,0.51651363,0.892023993,0.374687808,0.945325661,0.952722503,0.379728384,0.194835338,0.661958199,0.799567942,0.830665532,0.886858165,0.60544478,0.960757758,0.908515227,0.124446086,0.964212906,0.7433238,0.42668686,0.78652739,0.828404105,0.205997141,0.856474084,0.345384892,0.209180592,0.29428925,0.173418365
ARMCX1,0.62949333,0.48563805,0.490227901,0.463208997,0.515976579,0.490130891,0.649378424,0.676416123,0.218426161,0.247464434,0.510942666,0.1170759,0.334302125,0.271259192,0.552325344,0.295751936,0.702976726,0.239254386,0.635130317,0.374886273,0.362493175,0.485655223,0.382808982,0.432846036,0.568255679,0.420294777,0.462922827,0.410920775,0.271532203,0.156334847,0.469401071,0.439782905,0.703072171,0.352860776,0.644055279,0.614209067,0.650143084,0.609013531,0.582460594,0.643804627,0.714256438,0.154126908,0.624836983,0.558429613,0.472600772,0.428703338,0.421330292,0.379500857,0.522686546,0.37985499,0.618539257,0.425708496,0.596136039,0.434551683,0.399878101,0.476233857,0.342357307,0.442809083,0.453649967,0.712994589,0.546644467,0.320239564,0.051919788,0.245131509,0.390528262,0.386174948,0.455929528,0.351918282,0.511837136,0.369103592,0.529940866,0.636343854,0.504966871,0.321452488,0.115741851,0.553082473,0.454746333,0.47448629,0.471654157,0.274980793,0.330408864,0.361829405,0.660687647,0.358172575,0.379372342,0.328940151,0.244661681,0.565226756,0.42791765,0.505387202,0.494641448,0.273134844,0.309519806,0.49623658,0.257156366,0.297972839,0.564395829,0.420500429,0.731845771,0.750680263,0.659573248,0.779833767,0.537346299,0.317022342,0.845389382,0.804296143,0.75258845,0.807166992
EIF2AK3,0.459310685,0.546567448,0.629415839,0.575902793,0.643138141,0.602619413,0.570864477,0.537244153,0.667178559,0.602656626,0.53694138,0.478158289,0.712292834,0.587243324,0.554363125,0.559645077,0.595441953,0.670548258,0.587257213,0.734654881,0.618509132,0.551769259,0.405699104,0.511267363,0.657276358,0.589765917,0.38471732,0.380491234,0.747011974,0.496195085,0.669460584,0.538060934,0.703753376,0.571068895,0.611330838,0.616359503,0.656687879,0.597376253,0.553153608,0.742096547,0.724294387,0.443767051,0.578871128,0.712941882,0.653777969,0.537727945,0.582988521,0.597975784,0.65585096,0.537881317,0.685496213,0.535253157,0.54835687,0.472921914,0.44054217,0.579520377,0.617665931,0.61068097,0.696429323,0.733870957,0.731546949,0.549105195,0.502293427,0.44819836,0.594110066,0.585908529,0.497757766,0.590658745,0.678037092,0.583687494,0.682193464,0.677355648,0.573073963,0.51596651,0.512957318,0.54710789,0.540522528,0.530283663,0.449627276,0.762301415,0.440017092,0.644291478,0.647830262,0.540344143,0.600513546,0.613156077,0.583347708,0.71334776,0.448979592,0.704033139,0.440294117,0.63820883,0.617585188,0.648658562,0.613328484,0.602440227,0.494301117,0.060208097,0.812257736,0.852714772,0.76350181,0.763504649,0.802798222,0.563998928,0.903515597,0.802492908,0.694804132,0.84198125
EXOC5,0.672883086,0.694040559,0.544527853,0.671697983,0.52072997,0.669788021,0.542839572,0.762207161,0.671581242,0.719526276,0.823860024,0.582160859,0.693114117,0.754946076,0.565831264,0.647142215,0.374597521,0.228704561,0.392641388,0.692370526,0.620218297,0.635117169,0.535141549,0.530499282,0.539782372,0.61573465,0.572205751,0.544609379,0.483731906,0.431562927,0.76278311,0.619860498,0.553596061,0.509637643,0.603662897,0.653718927,0.583019601,0.605976547,0.566216573,0.664115417,0.654480411,0.579011584,0.574308604,0.556494247,0.627651566,0.357989067,0.417341077,0.455276006,0.405345226,0.366523862,0.623750275,0.524442973,0.256170777,0.69620332,0.663572486,0.617809269,0.763752792,0.547443677,0.728530852,0.490188875,0.641184137,0.620226474,0.54860237,0.488811457,0.173407189,0.616622235,0.593740901,0.668621232,0.165570147,0.218053387,0.612627893,0.627394236,0.639801376,0.606231015,0.559585536,0.579526602,0.485236893,0.620968328,0.577063822,0.550693212,0.749755402,0.492641336,0.654064552,0.679576361,0.61055475,0.559483189,0.587510325,0.760784968,0.441536232,0.548695361,0.652589268,0.718125794,0.580654163,0.625927553,0.538703149,0.686460312,0.374837337,0.203045333,0.510980122,0.639673355,0.50142416,0.621833723,0.528817075,0.150519941,0.511458789,0.611128512,0.120345556,0.147030812
TMEM38B,0.384206156,0.366239472,0.214129854,0.120069874,0.363921591,0.288657149,0.374642934,0.294252151,0.118419889,0.510278341,0.27481392,0.324072206,0.326148131,0.550303054,0.316442194,0.566686236,0.36152308,0.20231703,0.569942281,0.366581968,0.407162726,0.328164797,0.293686021,0.318199546,0.491399698,0.338773884,0.516487705,0.237586346,0.521189214,0.257269489,0.429679175,0.334420546,0.483824525,0.672619441,0.374713845,0.307178191,0.393937932,0.499668354,0.377474024,0.402970288,0.440562591,0.412758398,0.544559494,0.36730305,0.379380247,0.62490943,0.564450284,0.454167717,0.306655054,0.420859888,0.328478337,0.367065702,0.043146555,0.608781722,0.496283344,0.43082152,0.416659474,0.50311747,0.563044758,0.454218106,0.372891899,0.58164382,0.434952572,0.563680289,0.391078673,0.53721863,0.601414828,0.601950831,0.322639926,0.46440482,0.319799535,0.350998088,0.28707998,0.501484455,0.549884508,0.459146228,0.310369133,0.581346909,0.273564222,0.290568578,0.562696324,0.689878741,0.355982651,0.717504994,0.611610855,0.56480579,0.466410008,0.544985489,0.398445544,0.382972016,0.385419474,0.573080386,0.345721905,0.443423911,0.369702661,0.570956563,0.44613789,0.533470974,0.251084737,0.372445257,0.336224129,0.018806454,0.338026743,0.40722751,0.714486531,0.653908679,0.66049091,0.71287416
MRPL35,0.55941977,0.570310502,0.552556468,0.158459671,0.689306926,0.712582889,0.739067298,0.659258856,0.673624853,0.623018287,0.189840293,0.704699023,0.729087465,0.735920898,0.69206891,0.549232102,0.680822882,0.591577076,0.417549309,0.681429143,0.73229921,0.522974585,0.741063055,0.637287669,0.753338636,0.743831027,0.572205751,0.70435678,0.65273795,0.716394948,0.670008903,0.727114275,0.682969636,0.829083518,0.703840733,0.680924787,0.75043728,0.666466662,0.810599201,0.603735477,0.748954132,0.771240185,0.652162252,0.7321611,0.710878716,0.68452724,0.735899257,0.765972405,0.261411186,0.684627848,0.653659803,0.59463207,0.46058839,0.800851129,0.804772505,0.627078563,0.807319373,0.347572591,0.637618814,0.175690437,0.512144778,0.674488482,0.740296035,0.818671751,0.743881712,0.724072609,0.724386486,0.830994575,0.385618517,0.311825655,0.654702189,0.697250641,0.385047084,0.510592554,0.806301102,0.788351821,0.735999,0.668658891,0.667622104,0.344874572,0.818781674,0.711400796,0.678027112,0.851518597,0.786242832,0.74650716,0.583100472,0.729334984,0.784444568,0.725494348,0.668782807,0.79506029,0.662876274,0.650591506,0.687343254,0.796831372,0.593357622,0.240099117,0.571376491,0.622334882,0.735553857,0.647902892,0.16253878,0.207265115,0.414235595,0.55132634,0.245143891,0.160692531
YEATS4,0.671333452,0.362830711,0.433394666,0.387392686,0.466848178,0.332819993,0.417608844,0.391520862,0.440434632,0.349321497,0.656710299,0.414253164,0.521077944,0.483048329,0.432054558,0.34068839,0.457835727,0.338173023,0.625390671,0.397095591,0.447438789,0.416230821,0.386282269,0.400202497,0.436444072,0.450284062,0.604435651,0.313221987,0.451430234,0.356353933,0.422062971,0.343816384,0.49938759,0.46113973,0.323070525,0.428253964,0.534213429,0.359884415,0.488942492,0.483172743,0.536550608,0.321693812,0.417876328,0.618652589,0.318881546,0.396530058,0.353526344,0.465176945,0.267100848,0.271061881,0.282074131,0.377065739,0.508101267,0.395122422,0.398458223,0.380113423,0.648162864,0.437917188,0.410751421,0.369187715,0.493973457,0.363532326,0.437876248,0.31887868,0.38277857,0.481029088,0.462271348,0.495947642,0.499857769,0.720561489,0.653390499,0.536959315,0.394262801,0.419901095,0.583872932,0.473200314,0.38030229,0.4838556,0.421253789,0.419113919,0.4871072,0.683203408,0.424102911,0.613018279,0.413422143,0.457423282,0.337079446,0.481645192,0.233718978,0.514568677,0.31192501,0.50520226,0.315099745,0.496796804,0.292950011,0.376171795,0.363153127,0.517613871,0.608021504,0.484522928,0.422844972,0.563213378,0.319358486,0.281810873,0.604356492,0.608879966,0.662303321,0.626915169
NIP7,0.490670357,0.360474555,0.543207742,0.581968204,0.525394953,0.444907727,0.579909122,0.393928009,0.395388544,0.485991978,0.478232352,0.536275517,0.353463317,0.452470333,0.354318816,0.464909023,0.474075578,0.384611862,0.455324257,0.375576556,0.430996046,0.494045124,0.274192414,0.522274607,0.535187458,0.408163265,0.292342884,0.465491114,0.404646145,0.442657449,0.448393585,0.429475499,0.412906632,0.649336401,0.493785645,0.425216794,0.358867034,0.415359742,0.455646423,0.576057863,0.367907777,0.416917579,0.477976301,0.398725239,0.438511869,0.219345659,0.482193771,0.315224366,0.404343196,0.387755102,0.376549163,0.415556786,0.176384985,0.465364824,0.351332395,0.389322273,0.511174362,0.567934274,0.517944495,0.504818648,0.538017087,0.421562342,0.455688268,0.40726714,0.441362743,0.503434693,0.396185457,0.557533389,0.557495748,0.43701205,0.44404776,0.528900023,0.352486591,0.456519745,0.718225648,0.446852682,0.314713541,0.553117313,0.378660964,0.482198578,0.519244967,0.380915581,0.391035785,0.505733509,0.551652738,0.374491268,0.275849084,0.591602378,0.480141631,0.469387755,0.394448436,0.576933819,0.303647736,0.472099855,0.389488789,0.497480937,0.420100362,0.303053372,0.563328045,0.45750741,0.203129088,0.526168334,0.362709588,0.14427786,0.710686694,0.674297109,0.529294909,0.59262293
NSMCE4A,0.677838817,0.489086956,0.608564441,0.684624135,0.754158969,0.555072342,0.53717742,0.738563566,0.614726817,0.600219834,0.501763984,0.632233325,0.715448132,0.714209228,0.662526614,0.470541523,0.765085192,0.663868128,0.797651263,0.715196499,0.748453686,0.705271824,0.546835922,0.713082071,0.646778305,0.695541307,0.555641971,0.637370491,0.676589995,0.747594344,0.700172244,0.690077444,0.760270762,0.742446315,0.737526902,0.783848681,0.775091937,0.710220025,0.73044391,0.780015998,0.834007269,0.529638728,0.685170272,0.727559055,0.683124653,0.606067537,0.659410123,0.695048415,0.666654398,0.723757826,0.765281661,0.639629216,0.600546016,0.740402398,0.621785743,0.671895601,0.739769816,0.475139251,0.634179471,0.721896523,0.668748597,0.597591801,0.673887408,0.685687013,0.747122963,0.682547827,0.644364328,0.744913653,0.605877235,0.638055313,0.779656454,0.63273855,0.604086304,0.623087091,0.735536834,0.716101784,0.687242293,0.577272795,0.623724428,0.548840633,0.585889605,0.721693936,0.700156404,0.499369447,0.62142832,0.623050303,0.659029099,0.633517635,0.777446833,0.691612001,0.674246666,0.785495224,0.657685506,0.743080584,0.627570606,0.605991998,0.732470071,0.700802527,0.604906916,0.705123319,0.616974367,0.694598638,0.795098973,0.83077509,0.840163878,0.839084109,0.839116048,0.797018271
PXMP2,0.71959676,0.646403972,0.845415294,0.779778295,0.840012033,0.831241837,0.796655506,0.713970802,0.763695962,0.582290725,0.422567227,0.639620312,0.79130416,0.806417082,0.78746623,0.731298146,0.808890199,0.619272103,0.727826313,0.658896832,0.603698797,0.642021718,0.809282098,0.695818909,0.763318023,0.695742148,0.672354726,0.669146098,0.793065304,0.570267401,0.571167326,0.689679007,0.751123651,0.837532024,0.784925513,0.683733196,0.812750536,0.672060683,0.758657029,0.686497175,0.838719048,0.828368791,0.812993567,0.856485649,0.744761251,0.765844476,0.6700268,0.799004362,0.664235578,0.772904087,0.77779391,0.712025337,0.076802038,0.751415118,0.725762528,0.700931488,0.797439962,0.760937458,0.684902252,0.859242654,0.774962025,0.659906424,0.81619381,0.779932723,0.4994287,0.645331224,0.701414384,0.776007217,0.827525179,0.654214164,0.838155196,0.839640779,0.763389972,0.655809275,0.726675895,0.938291629,0.699908855,0.570134752,0.704753535,0.740806313,0.716007295,0.790164488,0.68508083,0.673469388,0.742173651,0.671838775,0.792331689,0.764317968,0.649944473,0.732873598,0.766213984,0.775628871,0.769607725,0.701455914,0.701241607,0.677405166,0.685614515,0.760541921,0.796708169,0.700516167,0.674412161,0.832607369,0.263187539,0.265374651,0.885477444,0.832299091,0.909224402,0.914822979
FKBP11,0.910617854,0.802237552,0.879867602,0.853695514,0.906144322,0.77454295,0.870680766,0.761363667,0.839264133,0.700144654,0.815548865,0.817967171,0.873429291,0.794672505,0.928742695,0.821409509,0.729301513,0.692417441,0.732471122,0.897568891,0.699088778,0.85232481,0.787188024,0.814769108,0.789589264,0.881701647,0.806958492,0.718582529,0.840622954,0.811125474,0.738485155,0.697730593,0.782400897,0.914174228,0.786897257,0.696214618,0.821118998,0.85798968,0.854190807,0.846651619,0.807966942,0.793318154,0.800039269,0.770295105,0.868491286,0.882713491,0.831611341,0.812575062,0.902974623,0.82134735,0.864375287,0.806186232,0.880512506,0.790437036,0.756090538,0.756708714,0.727586511,0.806363958,0.829535521,0.928781412,0.873413828,0.798413925,0.792740586,0.851866551,0.78322158,0.769265282,0.865048463,0.874953443,0.883037244,0.763072866,0.827783191,0.91635421,0.800696596,0.805165374,0.860810805,0.649486065,0.839934588,0.769252088,0.833811291,0.749073208,0.729915486,0.769631425,0.809152336,0.748394884,0.817961512,0.710877935,0.834855972,0.84260959,0.779272354,0.810250814,0.676209819,0.731171612,0.870623941,0.848497961,0.785823285,0.780520784,0.87238253,0.718475191,0.876965867,0.845378367,0.858186699,0.868363598,0.846549858,0.811338197,0.932858321,0.944110024,0.940199099,0.921371303
DUSP26,0.030767661,0.307846713,0.162553054,0.140422375,0.242471533,0.236402615,0.228641058,0.240003051,0.247323462,0.224489796,0.126490733,0.231501524,0.382735294,0.245176154,0.02505011,0.130713607,0.264836923,0.247816147,0.280002815,0.175530889,0.121882219,0.231169995,0.273996093,0.121978208,0.28030411,0.204081633,0.193448765,0.468397158,0.078496113,0.230463972,0.152405959,0.214405565,0.470521141,0.382915916,0.42920051,0.254551649,0.245415413,0.094785734,0.235577716,0.233142903,0.259545637,0.246653922,0.147918353,0.460570116,0.377276675,0.195186175,0.225033633,0.285714286,0.333871532,0.152330154,0.222803951,0.539833684,0.646703853,0.241435272,0.197522355,0.241217457,0.279623058,0.152495629,0.047533132,0.247206364,0.34786849,0.281705281,0.375428506,0.382439849,0.248734311,0.160472427,0.145774646,0.213229317,0.172283734,0.521278697,0.306348754,0.029215326,0.132803302,0.322481433,0.092447763,0.23348877,0.170150778,0.444644744,0.147447719,0.153199997,0.133070425,0.262605106,0.234122753,0.158661769,0.318731886,0.250298665,0.249829262,0.291706088,0.205549623,0.393986401,0.307505211,0.138069394,0.562884219,0.317860106,0.468344405,0.253863033,0.128348351,0.310809278,0.256361951,0.264634234,0.28868827,0.339613709,0.246273838,0.756169925,0.639681323,0.534386248,0.563310932,0.699240723
ZBTB7A,0.851236204,0.638548496,0.595392526,0.560693069,0.578722662,0.663243693,0.648078637,0.653671574,0.648907797,0.67734696,0.769984706,0.663500427,0.378231364,0.63232334,0.609775416,0.504876842,0.629080161,0.653027957,0.542898549,0.528625418,0.631572729,0.687008599,0.769705814,0.699962364,0.452113675,0.689976857,0.627088422,0.661218784,0.584266075,0.651573301,0.660966204,0.731431874,0.471898897,0.589307909,0.555139419,0.579888034,0.512597923,0.62404864,0.351715261,0.491146091,0.479717551,0.686976619,0.578394911,0.597903675,0.614701573,0.53517149,0.656758799,0.685228098,0.65465905,0.667639045,0.607785859,0.612244898,0.434082845,0.630091163,0.770773686,0.705099021,0.667255952,0.541064541,0.612654053,0.594939957,0.586403301,0.706096464,0.471626723,0.706666487,0.682132047,0.728356306,0.731830316,0.587174949,0.565904118,0.451862365,0.578412155,0.645149711,0.635057542,0.697029035,0.557300957,0.64120642,0.699861648,0.541948862,0.692939972,0.672180743,0.672274541,0.631930327,0.638436982,0.698759993,0.655167797,0.673895344,0.707819642,0.539981991,0.736279054,0.70621467,0.71065932,0.612917614,0.722296394,0.620352999,0.715465664,0.691624987,0.556285078,0.719133574,0.193513983,0.603700437,0.599329789,0.463835735,0.629662574,0.51746494,0.463855589,0.378560636,0.444109875,0.343418992
RAB8B,0.264600228,0.324672665,0.64780839,0.18699784,0.497704805,0.654482214,0.532407795,0.628928499,0.609918794,0.710430236,0.212491709,0.568078063,0.63386467,0.807556504,0.626861642,0.446711915,0.2914694,0.606299966,0.447498935,0.750927709,0.634093176,0.64509437,0.538166239,0.527613029,0.544783326,0.634346258,0.254935388,0.668633073,0.513494178,0.646308016,0.685090397,0.750966377,0.672429285,0.698592605,0.687282691,0.689274283,0.637216001,0.72345499,0.593602207,0.725641468,0.695915155,0.603008955,0.212333561,0.657505225,0.464377339,0.388948727,0.496905755,0.555167273,0.412507574,0.610237482,0.605011973,0.221981139,0.560260254,0.604062029,0.59948772,0.621501983,0.513926054,0.507799895,0.594477064,0.477369507,0.440884642,0.567877704,0.61751315,0.67540661,0.623184629,0.539658676,0.646100207,0.64926114,0.526883798,0.315454863,0.566593892,0.321716174,0.603273913,0.680692305,0.294779564,0.534148664,0.590124358,0.660014102,0.669037456,0.808203522,0.726763453,0.358657623,0.58519421,0.519011523,0.528787454,0.660419895,0.612313431,0.660070716,0.189943251,0.501209005,0.672404174,0.603911033,0.524601575,0.568974795,0.748456122,0.6913088,0.323935488,0.551528973,0.451256033,0.56106924,0.523377038,0.519751649,0.238225706,0.431206428,0.149930769,0.466025092,0.249262451,0.402294772
JAM2,0.082218868,0.43837187,0.365022381,0.41497814,0.372895621,0.459157487,0.20248792,0.187059395,0.471622462,0.508003565,0.538622364,0.165613195,0.381965039,0.207451608,0.136246041,0.540341418,0.07672343,0.205473997,0.323229782,0.132760334,0.373185647,0.408819312,0.594357906,0.085822482,0.450755788,0.145725981,0.339329625,0.211229182,0.502955693,0.166268628,0.358505044,0.282078977,0.313951669,0.495150907,0.417589925,0.192468902,0.387180891,0.519404414,0.226941631,0.536999898,0.3383283,0.197953662,0.098793578,0.412804398,0.406371675,0.149767057,0.171239414,0.555073767,0.575095634,0.433041427,0.30839869,0.097916185,0.242539903,0.381000759,0.348668911,0.342289363,0.236541309,0.48294777,0.203309494,0.274999335,0.489613082,0.462065492,0.206292445,0.303728854,0.530380206,0.210206672,0.411012477,0.238808707,0.119714555,0.293579231,0.354789095,0.173061931,0.53124211,0.592761255,0.384251667,0.351962016,0.492606721,0.182494322,0.205044051,0.344874572,0.432394842,0.351271159,0.197698184,0.539573557,0.482735491,0.312080524,0.46281788,0.184844834,0.301069328,0.229359186,0.161100596,0.48892057,0.121551549,0.2718351,0.322060226,0.154149486,0.528318763,0.269389425,0.097407159,0.317504356,0.608085714,0.464841815,0.35367378,0.491858599,0.595812218,0.662725176,0.613020563,0.660171821
