Gene.symbol,GSM1057835,GSM1057836,GSM1057837,GSM1057838,GSM1057839,GSM1057840,GSM1057841,GSM1057842,GSM1057843,GSM1057844,GSM1057845,GSM1057846,GSM1057847,GSM1057848,GSM1057849,GSM1057850,GSM1057851,GSM1057852,GSM1057853,GSM1057854,GSM1057855,GSM1057856,GSM1057857,GSM1057858,GSM1057859,GSM1057860,GSM1057861,GSM1057862,GSM1057863,GSM1057864,GSM1057865,GSM1057866,GSM1057867,GSM1057868,GSM1057869,GSM1057870,GSM1057871,GSM1057872,GSM1057873,GSM1057874,GSM1057875,GSM1057876,GSM1057877,GSM1057878,GSM1057879,GSM1057880,GSM1057881,GSM1057882,GSM1057883,GSM1057884,GSM1057885,GSM1057886,GSM1057887,GSM1057888,GSM1057889,GSM1057890,GSM1057891,GSM1057892,GSM1057893,GSM1057894,GSM1057895,GSM1057896,GSM1057897,GSM1057898,GSM1057899,GSM1057900,GSM1057901,GSM1057902,GSM1057903,GSM1057904,GSM1057905,GSM1057906,GSM1057907,GSM1057908,GSM1057909,GSM1057910,GSM1057911,GSM1057912,GSM1057913,GSM1057914,GSM1057915,GSM1057916,GSM1057917,GSM1057918,GSM1057919,GSM1057920,GSM1057921,GSM1057922,GSM1057923,GSM1057924,GSM1057925,GSM1057926,GSM1057927,GSM1057928,GSM1057929,GSM1057930,GSM1057931,GSM1057932,GSM1057933,GSM1057934,GSM1057935,GSM1057936,GSM1057937,GSM1057938,GSM1057939,GSM1057940,GSM1057941,GSM1057942
SEMA3C,0.014155557,0.045829667,0.042804109,0.029231013,0.222410313,0.123313293,0.274463381,0.089167581,0.011552559,0.289017607,0.379380294,0.098875991,0.037676549,0.017533348,0.149992344,0.048114179,0.220901935,0.088814921,0.136831054,0.016117946,0.264528253,0.118400559,0.015332691,0.263773568,0.053191995,0.25141036,0.213103768,0.217381906,0.028564654,0.016146607,0.03901479,0.036936607,0.232745629,0.253559263,0.252542138,0.058882584,0.179474604,0.749939184,0.844695309,0.628728072,0.231425294,0.040239056,0.034070357,0.038985531,0.235280119,0.051083934,0.012667569,0.141725317,0.429432801,0.24091958,0.221951144,0.284726303,0.355291084,0.159930788,0.316301124,0.152894341,0.272501223,0.01902888,0.158689821,0.089069585,0.257841136,0.300132172,0.271814861,0.053019233,0.015057341,0.063792366,0.036358121,0.334344227,0.109983085,0.007313248,0.03378669,0.01640354,0.0233977,0.254693702,0.458012208,0.166667721,0.210919401,0.047973251,0.367950078,0.01857416,0.014823788,0.034809139,0.020224882,0.015859266,0.208045521,0.20027104,0.306551268,0.242592593,0.019464639,0.331875782,0.048216629,0.249411783,0.016724971,0.237390798,0.081031456,0.284854589,0.118828399,0.146806638,0.199066067,0.087833099,0.012363999,0.321551352,0.043062467,0.020408163,0.534559279,0.509079833,0.609187234,0.530599491
PLCB4,0.524704044,0.018184129,0.090242576,0.260026027,0.01871026,0.303774284,0.05262878,0.037425977,0.052895173,0.019416849,0.134264579,0.203018254,0.137199095,0.028862174,0.017379516,0.02316995,0.219376927,0.199806969,0.128377395,0.01942585,0.045502046,0.035913255,0.054914571,0.059447773,0.017594924,0.177234783,0.164344259,0.050265681,0.068478972,0.137333433,0.017634164,0.061974055,0.283851718,0.022446614,0.039025717,0.798599699,0.707687381,0.497796957,0.436433032,0.662765203,0.808685419,0.031496327,0.018290625,0.065849841,0.107857158,0.016665881,0.044709185,0.04443172,0.051046571,0.019734431,0.288753977,0.033360461,0.01518372,0.056069388,0.017116566,0.034376516,0.014350951,0.019165679,0.06042737,0.06051825,0.095854988,0.154647227,0.564509054,0.069799088,0.050398854,0.084775139,0.037667886,0.157266868,0.096205848,0.174797748,0.325528443,0.023936049,0.054317833,0.038974158,0.01747835,0.225108592,0.020107689,0.040816327,0.034232931,0.099580982,0.02353489,0.033346951,0.267107514,0.094160712,0.020408163,0.019349996,0.019411165,0.175976626,0.0823389,0.096194223,0.103928824,0.015069826,0.032378053,0.392338163,0.387253046,0.039780237,0.175706968,0.35966743,0.064921004,0.017264347,0.050396495,0.019782084,0.016894376,0.415956671,0.618461898,0.450274859,0.429206004,0.313180889
CYBB,0.274781007,0.397350054,0.575786379,0.524729929,0.419424132,0.544477877,0.460296861,0.476071588,0.67914787,0.721433866,0.51660081,0.670804291,0.605796191,0.92836964,0.550118756,0.466196338,0.730001769,0.945809528,0.790201567,0.943067659,0.892227073,0.920425643,0.808128216,0.624361414,0.679250204,0.857846829,0.868961478,0.814480221,0.820710815,0.883331457,0.886489841,0.931460078,0.606878799,0.562368978,0.646866698,0.647745089,0.697588412,0.590378624,0.574377967,0.816004259,0.705494918,0.903303009,0.522181328,0.573703259,0.848576642,0.589854637,0.643774807,0.687316374,0.819379105,0.766425545,0.470018347,0.584038341,0.315215823,0.853625188,0.769912467,0.82155392,0.655520517,0.544460517,0.62239052,0.511434941,0.523105173,0.653702188,0.503454253,0.82540221,0.88256746,0.599239307,0.812484375,0.772035657,0.793098346,0.811716912,0.640005134,0.656030632,0.813484437,0.658272518,0.666762998,0.742554513,0.892103674,0.826045578,0.534050906,0.860315627,0.881326955,0.706616291,0.554801485,0.816462111,0.665100932,0.920662942,0.886522346,0.573621467,0.45375636,0.633381394,0.677038401,0.722009869,0.824988181,0.410074111,0.963311295,0.880752898,0.541668442,0.840765211,0.714961361,0.548999931,0.681222454,0.644713926,0.709513458,0.667132099,0.316485133,0.518777145,0.36843339,0.449264144
PAWR,0.03915285,0.335504466,0.370787371,0.279813974,0.244295439,0.141368314,0.309781702,0.363760811,0.082840072,0.335102266,0.08660957,0.291695791,0.317707543,0.260169673,0.430877475,0.38906021,0.298393457,0.172707875,0.338968748,0.262831024,0.353805349,0.286607678,0.312907019,0.120076769,0.254227337,0.33610937,0.2843609,0.31989906,0.357179075,0.070658539,0.181304918,0.257050455,0.704577902,0.175442245,0.441761964,0.568660725,0.810998731,0.42901351,0.122966842,0.680182296,0.81950758,0.489795918,0.837102461,0.295004882,0.6803224,0.839568968,0.225845333,0.176092709,0.64025568,0.266939423,0.135716291,0.356665536,0.192015886,0.105895575,0.294545379,0.310803648,0.350820203,0.331015482,0.131220899,0.178312397,0.591595908,0.151800228,0.480273281,0.407582282,0.222611301,0.365690302,0.310850596,0.017787902,0.334668922,0.169137771,0.311468912,0.316892016,0.249380037,0.343715363,0.442495735,0.018556647,0.17203677,0.117083557,0.273755589,0.250145211,0.313439476,0.364945645,0.104770624,0.3293685,0.429508081,0.264442882,0.336882871,0.24911445,0.059871804,0.223529102,0.349661647,0.018754177,0.365553718,0.299742786,0.36338451,0.427832479,0.2603552,0.307308055,0.017246899,0.126084671,0.320109541,0.296105593,0.118842775,0.44734054,0.781314228,0.747580725,0.772434881,0.690838608
RABGAP1,0.752552612,0.714438318,0.70163644,0.706475974,0.634196735,0.834834458,0.758525043,0.712776262,0.746152215,0.765679805,0.626714466,0.726521758,0.824997431,0.701512348,0.702360833,0.716279871,0.761648141,0.781418345,0.74507689,0.776864412,0.719026129,0.800331671,0.656663474,0.816136199,0.689804669,0.734596656,0.777446804,0.713976101,0.680026016,0.750060241,0.722930126,0.782700048,0.74469405,0.4501521,0.935383197,0.691170894,0.711795285,0.862782279,0.680364016,0.845096791,0.623192269,0.69801602,0.870018117,0.721922107,0.820337021,0.829446662,0.892747704,0.640177486,0.784569503,0.83139166,0.937847255,0.88562215,0.8489706,0.75616826,0.695527372,0.730235452,0.710366257,0.748931064,0.700271066,0.715754309,0.788450033,0.785157049,0.797772633,0.769788368,0.735214242,0.737200725,0.792924223,0.6984858,0.72809228,0.803885257,0.77593587,0.751649123,0.714285714,0.712914518,0.148175345,0.678345286,0.718242972,0.725919451,0.866894287,0.606670899,0.70513421,0.74368523,0.835825651,0.660853012,0.718749332,0.781229449,0.687706471,0.884450106,0.77288746,0.931939933,0.918894922,0.689129209,0.755927994,0.824946136,0.810006772,0.665902044,0.79858659,0.76207642,0.677002165,0.750396201,0.763896129,0.633420371,0.745237779,0.73645816,0.920952391,0.910683416,0.876686116,0.860396086
IQCJ-SCHIP1///SCHIP1,0.399348752,0.401146435,0.386752262,0.283837425,0.204081633,0.784570262,0.386594845,0.435638056,0.269685676,0.291050115,0.540664518,0.34864819,0.214437868,0.266405315,0.199880644,0.550705613,0.496462517,0.32240148,0.612659165,0.494414492,0.56899171,0.359397667,0.743387177,0.834716578,0.895655377,0.625882775,0.483158174,0.474843613,0.275431376,0.184955538,0.487382641,0.692355172,0.507781631,0.305144567,0.598340276,0.477052361,0.599238759,0.382786782,0.234047037,0.910783986,0.586477727,0.395572699,0.918992908,0.525627807,0.798885683,0.682109422,0.767788399,0.356408387,0.666654398,0.867176605,0.748411147,0.946175813,0.960970262,0.242184097,0.796223333,0.321579639,0.82180838,0.945228388,0.593267939,0.361181862,0.935575797,0.812961056,0.368375592,0.806148118,0.778857117,0.669725956,0.906847571,0.927527147,0.266345626,0.451042403,0.582174045,0.384211685,0.850405632,0.356594148,0.274548536,0.942836865,0.623004638,0.696209914,0.943325388,0.238315815,0.771642668,0.877873272,0.22636894,0.315538097,0.154260274,0.059548396,0.558088442,0.776131914,0.434833303,0.411074976,0.764266911,0.328936984,0.320344245,0.778976168,0.272460777,0.738636593,0.723268211,0.499047975,0.721916502,0.463786946,0.639057333,0.423231658,0.438596691,0.281674405,0.923163466,0.935314893,0.881899153,0.934521895
TYROBP,0.615946808,0.842177243,0.939332579,0.927363594,0.954362458,0.915712764,0.719983902,0.937040641,0.967934968,0.965600873,0.873259966,0.945706668,0.712017989,0.974702557,0.856415839,0.937914787,0.983928659,0.986656227,0.967426478,0.984186808,0.986137126,0.984724112,0.98179039,0.976952937,0.963817787,0.985061472,0.985693523,0.985071706,0.960774563,0.986911646,0.982794948,0.984742729,0.878199366,0.862463083,0.954306461,0.892949653,0.938508354,0.828154904,0.808000809,0.96042745,0.841083814,0.961631941,0.934480289,0.928596026,0.977503575,0.462475241,0.980782377,0.982876253,0.985351265,0.980597826,0.674306772,0.977273571,0.963220336,0.956403236,0.980329651,0.981252208,0.925726619,0.967336445,0.960238464,0.961250613,0.966460838,0.981043624,0.964285678,0.981476422,0.986481177,0.970644875,0.982539074,0.981834733,0.971023609,0.962540186,0.743555021,0.949144139,0.969749711,0.964667885,0.979366291,0.981592857,0.986348501,0.984300564,0.967181744,0.981377428,0.980961497,0.981684848,0.982296743,0.97964199,0.982476351,0.984392904,0.980869402,0.884912439,0.986479058,0.965957084,0.942765135,0.980680603,0.977510258,0.964351086,0.985527798,0.981177719,0.977363978,0.982498518,0.949474747,0.949781626,0.914220965,0.939220105,0.81108833,0.792108776,0.695072841,0.735318963,0.749088683,0.82341755
RAD51AP1,0.702351982,0.423088541,0.590785418,0.53408231,0.529114698,0.534604301,0.481922121,0.501298223,0.435418577,0.360579036,0.227777615,0.270880918,0.575012125,0.611553929,0.576920913,0.503208916,0.625933753,0.470994286,0.71785503,0.530091042,0.585820869,0.515805415,0.411511814,0.473055464,0.469387755,0.672138133,0.595515175,0.323939287,0.544059206,0.3544289,0.514925312,0.531317118,0.755461946,0.827815417,0.368653148,0.765938819,0.731262413,0.439254609,0.601176865,0.566269665,0.838140757,0.466143108,0.664684223,0.766280702,0.479038431,0.404994753,0.515260722,0.678580761,0.528847445,0.365862909,0.540783178,0.357109961,0.354548442,0.663168044,0.739887103,0.57155425,0.802463574,0.334776104,0.563675447,0.546889283,0.662889808,0.393907691,0.507478568,0.426697771,0.320549842,0.538348084,0.590401257,0.533227018,0.613738478,0.50757997,0.665361533,0.762479633,0.439790026,0.502832779,0.3539154,0.54710789,0.432520524,0.591543963,0.314260898,0.471475345,0.674933105,0.621221011,0.592105007,0.577279318,0.573666996,0.408717628,0.500675356,0.612498511,0.357060647,0.419743519,0.39414128,0.779514977,0.41308184,0.56097911,0.501273031,0.423800253,0.427698666,0.315911467,0.680455885,0.380867076,0.606139818,0.63874331,0.322925176,0.381843024,0.801978667,0.792878919,0.821185293,0.750908256
TMEM243,0.865966909,0.788663372,0.764391288,0.815139002,0.78784669,0.813751937,0.715309438,0.794094061,0.771042523,0.722602528,0.906063462,0.738851314,0.839676661,0.644515209,0.777223514,0.805704109,0.693133206,0.756194527,0.74297946,0.740076062,0.722596648,0.752259939,0.595285795,0.750272803,0.74576086,0.748680627,0.784606941,0.760159527,0.703571428,0.777123477,0.719713314,0.760836246,0.558387879,0.599769929,0.704419717,0.525770617,0.614636962,0.775028964,0.55821733,0.856876657,0.579870703,0.724943496,0.617066375,0.643865321,0.735719995,0.551684567,0.546526523,0.641529597,0.642174761,0.683783028,0.585649415,0.544032341,0.567935292,0.642751724,0.64387247,0.746928794,0.567940868,0.54323912,0.650303413,0.737838663,0.579844237,0.60732073,0.719652549,0.64862333,0.660396853,0.653296186,0.612918144,0.655108326,0.669407715,0.723731345,0.738039847,0.61593191,0.638884604,0.816364232,0.198152432,0.54742045,0.716989807,0.625515044,0.692100803,0.739993785,0.577620575,0.811124343,0.534312168,0.580092708,0.725190678,0.7428085,0.632130403,0.756664399,0.663386447,0.372464899,0.679918679,0.778246696,0.691562311,0.824327696,0.733765625,0.743147259,0.587526952,0.656619195,0.712219523,0.676318297,0.697691809,0.75202568,0.587977306,0.62072844,0.885614946,0.841864558,0.786175039,0.897127533
FCER1G,0.825028873,0.915110987,0.86472719,0.657261716,0.865992415,0.815467592,0.735594186,0.684088848,0.949168051,0.940593387,0.817412495,0.899739182,0.623006279,0.970850525,0.78914013,0.841759814,0.962149327,0.982637085,0.970748445,0.976131851,0.98225438,0.981746869,0.972654651,0.938467462,0.92299273,0.981118746,0.971020321,0.974611029,0.962527481,0.982496031,0.973706292,0.977823863,0.964073238,0.921843944,0.960640619,0.978486841,0.969930048,0.919525778,0.898621243,0.965191632,0.938544986,0.983953738,0.70861423,0.930243415,0.979668425,0.811801722,0.945710358,0.965641001,0.976572554,0.970855049,0.835263177,0.906217944,0.823958073,0.95776232,0.974611131,0.963213973,0.827692942,0.915909337,0.722589721,0.847243322,0.765374968,0.952213169,0.937257489,0.964190989,0.984552503,0.873501404,0.962887789,0.948717362,0.912423358,0.96107741,0.846703721,0.726539071,0.961396106,0.943781533,0.852153536,0.969513938,0.984503731,0.979925601,0.891743277,0.976495779,0.981157637,0.977060663,0.831185851,0.946872453,0.965408326,0.983470115,0.983927276,0.802750036,0.968828136,0.949967342,0.938267494,0.963782304,0.960961022,0.804053547,0.981760271,0.979956694,0.934823656,0.982004352,0.954714414,0.889663027,0.943127439,0.949407676,0.944156381,0.887449988,0.746985519,0.696783013,0.792725321,0.698887026
SRSF10,0.455692913,0.475110872,0.448979592,0.686308717,0.59147877,0.56029564,0.387767506,0.573970437,0.521908082,0.536386411,0.675998608,0.433242986,0.611574873,0.446392488,0.504528125,0.584472267,0.613774268,0.470861955,0.788394593,0.608869164,0.500236845,0.433548034,0.411511814,0.409286384,0.491153586,0.489586732,0.561995863,0.493722097,0.825779544,0.458316174,0.504532547,0.395672966,0.751632758,0.742881612,0.602796578,0.68787166,0.670376883,0.575737642,0.498660919,0.631705118,0.7960176,0.406155021,0.667003641,0.652954344,0.35987181,0.595501214,0.366869776,0.54179102,0.468794229,0.412470525,0.686679467,0.508048701,0.60903376,0.480298633,0.436613513,0.537090662,0.653566862,0.492706253,0.59255352,0.710346752,0.741669406,0.485862088,0.564420913,0.552284687,0.522599669,0.519127565,0.241030501,0.488032875,0.686336701,0.500183728,0.773949969,0.800742769,0.44919601,0.555445686,0.41262359,0.599781362,0.380655444,0.52797243,0.131181221,0.712682716,0.613073529,0.750816185,0.532955588,0.49851736,0.542542883,0.564422607,0.48410928,0.533156861,0.229430999,0.427705049,0.551709016,0.703598348,0.359915916,0.617821318,0.446718132,0.442328604,0.408605119,0.543491052,0.743563366,0.625353662,0.457712463,0.67990906,0.698516905,0.442475788,0.844847873,0.823158653,0.711214541,0.761912745
S100P,0.220776997,0.770482675,0.760070383,0.633837683,0.94219031,0.472520559,0.5949109,0.562851849,0.93874484,0.935349139,0.218231498,0.889348786,0.192656011,0.990156117,0.827288631,0.963987453,0.773567585,0.923780057,0.951294387,0.807803571,0.755615929,0.780345863,0.834968155,0.510384601,0.5044824,0.882628241,0.905496524,0.944211684,0.980711853,0.750462603,0.959727336,0.959261841,0.515623997,0.307548085,0.462436171,0.469140556,0.339462412,0.066207573,0.182268548,0.469978914,0.459618395,0.95785883,0.05389089,0.718634612,0.379219119,0.127311228,0.57988303,0.60349671,0.650005045,0.439703897,0.285661025,0.143643191,0.303999592,0.722148861,0.676286159,0.945612923,0.885754076,0.1773129,0.74812325,0.955865255,0.49950533,0.312943757,0.274186932,0.360929275,0.520676479,0.245159414,0.610360256,0.792345956,0.970982135,0.939056314,0.784434526,0.580665764,0.094906022,0.487672548,0.2498999,0.458051479,0.354591128,0.626675588,0.344531631,0.979714712,0.559041442,0.421790422,0.314035994,0.528309987,0.528175789,0.980133979,0.982847161,0.166660143,0.315435069,0.82417536,0.547771846,0.72372902,0.710888422,0.134324185,0.9812893,0.97705295,0.053237365,0.962177582,0.886664586,0.847633324,0.965542793,0.627830715,0.962006239,0.610998082,0.063098262,0.060660202,0.183316216,0.109237041
APOC1,0.214898949,0.242755503,0.195404447,0.15392888,0.258216156,0.250946626,0.243402914,0.413807724,0.204347648,0.17022739,0.328667071,0.245774703,0.232768753,0.204422839,0.226184564,0.17529217,0.162291019,0.240075052,0.211998146,0.244660298,0.167274243,0.201058571,0.226388382,0.296500376,0.242449759,0.155575018,0.172679683,0.24592691,0.182354336,0.261843435,0.249479347,0.180501406,0.551881998,0.911639709,0.25544949,0.611201857,0.195855241,0.24291639,0.871048674,0.677179762,0.245942435,0.157528038,0.513829678,0.17779554,0.14083631,0.216947645,0.178376222,0.235580726,0.164408362,0.176824132,0.620700066,0.236460982,0.112654175,0.884193184,0.921199846,0.599730549,0.899292696,0.250775786,0.2922492,0.203030192,0.220781495,0.196842187,0.251004313,0.199472746,0.212135631,0.174484378,0.264976118,0.264885777,0.173591871,0.186187138,0.241465474,0.193890594,0.224979954,0.311558977,0.794874844,0.25426482,0.252869223,0.240764392,0.675552031,0.210473522,0.898488244,0.096497682,0.19044958,0.153893519,0.526433385,0.144465059,0.189537422,0.202846759,0.247612292,0.220110352,0.302715015,0.473651176,0.577051196,0.176583651,0.191471866,0.234736263,0.179912671,0.272976963,0.190816061,0.20646655,0.249403169,0.139964571,0.296662606,0.237443194,0.638922596,0.431673061,0.882774887,0.780405559
ALOX5,0.404343131,0.706513737,0.629840289,0.393985421,0.663171683,0.346517088,0.581407621,0.379129198,0.726516166,0.927430686,0.619199702,0.739629835,0.479483016,0.806812381,0.491602767,0.770415292,0.57004611,0.79791754,0.417549309,0.726223514,0.775822667,0.817742775,0.764939111,0.515204159,0.346630181,0.749731194,0.742725907,0.689269765,0.523052239,0.76195069,0.730491998,0.715063751,0.422287182,0.54575451,0.539451019,0.535672542,0.537568759,0.486439147,0.507670066,0.274257679,0.155999463,0.682991867,0.367845394,0.67308129,0.372513133,0.191080114,0.390933624,0.543869215,0.676681518,0.693877551,0.367688244,0.680178644,0.239706413,0.509940904,0.656847155,0.487863762,0.235094674,0.514393779,0.422949898,0.515093347,0.119821406,0.398292333,0.645659084,0.467458435,0.802266837,0.430262606,0.52449047,0.480995773,0.600131534,0.553977843,0.367346939,0.467492022,0.545140159,0.185200451,0.467486942,0.389296068,0.752874269,0.541079877,0.424499018,0.799356556,0.633407306,0.634627861,0.184306086,0.399976252,0.462036056,0.689329015,0.740996783,0.157595258,0.469515672,0.585109211,0.528891245,0.385175297,0.319508689,0.265306122,0.842791292,0.379746776,0.400958542,0.757560893,0.809642317,0.646407403,0.738284969,0.711190593,0.659849905,0.592743657,0.355197118,0.110592042,0.203734731,0.317796051
LDOC1,0.280688584,0.712870704,0.481123115,0.706968457,0.244897959,0.546521839,0.524411679,0.413621766,0.619768763,0.616487449,0.090627617,0.293885424,0.291091482,0.604399996,0.53167379,0.376104306,0.481228541,0.399442394,0.61741252,0.486229238,0.402260236,0.364381183,0.486021277,0.588095131,0.447000982,0.504890797,0.725788982,0.670615847,0.605392043,0.491994338,0.527208725,0.578560068,0.504306031,0.251209943,0.787457159,0.413512347,0.552563474,0.771419996,0.599344457,0.599777952,0.576356259,0.401659026,0.301475721,0.512070044,0.563914728,0.575761027,0.564067747,0.546957051,0.462488649,0.520920743,0.47475777,0.496886546,0.430648602,0.557961639,0.604259085,0.530274581,0.479374225,0.538967973,0.596313345,0.49982344,0.504566525,0.394203018,0.450086559,0.539074797,0.547492654,0.587617831,0.542595427,0.527138143,0.465008613,0.353569948,0.614319379,0.412870499,0.38657799,0.209376011,0.516312,0.575575641,0.454607445,0.475437715,0.573783707,0.500587103,0.485687664,0.479540774,0.551020408,0.286881408,0.373983923,0.506759822,0.433997626,0.532953377,0.442634281,0.423894523,0.520686874,0.491096932,0.597184144,0.375980779,0.350507472,0.620158821,0.545938524,0.678533201,0.313123076,0.575491271,0.555276635,0.356417318,0.531583428,0.18085211,0.722287978,0.731041808,0.713731057,0.746532807
OSTF1,0.52101807,0.554685947,0.674861299,0.694189996,0.49862002,0.72197165,0.561763559,0.515651271,0.672247507,0.741883958,0.344933001,0.638597083,0.609488577,0.794189687,0.554178515,0.694624765,0.649293501,0.846174352,0.687362706,0.735348193,0.693928715,0.834695996,0.745764722,0.739201809,0.661272793,0.799019765,0.624745164,0.794532118,0.755802576,0.795042572,0.686750573,0.890750257,0.614895766,0.397608813,0.66868261,0.479199708,0.612692834,0.678069641,0.657539317,0.675414968,0.610282599,0.787540904,0.694023213,0.682674516,0.735678287,0.569155417,0.681758243,0.626077055,0.485374492,0.754923357,0.545530537,0.574947496,0.66245016,0.492553789,0.749260203,0.666854466,0.725220645,0.619189038,0.633461055,0.6409623,0.692539345,0.636022748,0.69881968,0.649556836,0.75700216,0.713174514,0.758955695,0.673311301,0.462343779,0.767421912,0.636484533,0.505251996,0.706846882,0.54374058,0.823123102,0.656880983,0.735617148,0.771088579,0.299275817,0.730914732,0.765205843,0.666455019,0.711363038,0.801872373,0.772215183,0.762152589,0.708309469,0.698571689,0.752167844,0.725085568,0.595874159,0.674955521,0.583451567,0.669682879,0.848251097,0.832047433,0.725163518,0.820443793,0.595457832,0.535590243,0.709698544,0.602341952,0.148494812,0.210688017,0.501102082,0.526164223,0.612400225,0.199921956
PPP3R1,0.125987147,0.54715226,0.53336695,0.45879905,0.5676595,0.509816905,0.392422885,0.539077104,0.528176761,0.638026522,0.285311171,0.566029291,0.345660809,0.595456484,0.562540828,0.404977209,0.50185984,0.464154879,0.445558858,0.631177425,0.566149646,0.483185485,0.439153684,0.459390054,0.426994661,0.527574479,0.391932707,0.502092091,0.441135074,0.49359534,0.539717906,0.611439829,0.32935134,0.387247799,0.503975276,0.560139292,0.448175653,0.576752155,0.602011933,0.464410785,0.544401752,0.504014949,0.419350812,0.585378996,0.609271762,0.593715503,0.544438636,0.619914608,0.502645453,0.515434213,0.460709063,0.449228244,0.399592462,0.425043568,0.691451273,0.684746262,0.699523954,0.482224999,0.630455511,0.543550287,0.505757494,0.576647565,0.477019242,0.386759988,0.502044743,0.510816625,0.493341615,0.459296108,0.247379051,0.449910151,0.425910881,0.43403246,0.506233958,0.623546152,0.128032652,0.658613269,0.545426126,0.473668155,0.463592772,0.484185042,0.624031029,0.400525856,0.427049412,0.710565067,0.590945891,0.598297661,0.51897379,0.376300427,0.566835146,0.448707847,0.743820824,0.571583683,0.453515188,0.464343214,0.528968942,0.636676979,0.44730432,0.288590781,0.573110776,0.560694431,0.369531976,0.460061264,0.38837495,0.486866474,0.355853438,0.072271646,0.290861333,0.3109166
LSM7,0.905973173,0.820902341,0.862161907,0.912045021,0.894696722,0.89190561,0.940780457,0.835678975,0.88201566,0.828348823,0.933527001,0.933818979,0.937791806,0.837018568,0.793041751,0.879218314,0.915122112,0.818286683,0.824610598,0.87769448,0.886529543,0.876447966,0.90386656,0.945739987,0.933791094,0.900180815,0.919305004,0.884312818,0.891026022,0.82327123,0.840893286,0.899658685,0.944820967,0.906351563,0.943623254,0.908354475,0.940383375,0.929136348,0.951083249,0.815045382,0.910961641,0.844342666,0.908588646,0.906088698,0.89063131,0.937613708,0.92041116,0.924732752,0.867442465,0.926927712,0.908760283,0.912648433,0.894319164,0.947370364,0.821032846,0.867069526,0.870397895,0.89113513,0.901366882,0.961064387,0.864904953,0.854414713,0.9346206,0.912165658,0.875129662,0.885663724,0.915907506,0.910748246,0.953695277,0.830270382,0.907111913,0.949732768,0.845961469,0.917938357,0.93997004,0.862899734,0.886612569,0.897333816,0.866668625,0.83311709,0.822751085,0.901333165,0.869675342,0.880023369,0.930666427,0.86296886,0.865927369,0.923400495,0.890225731,0.920439587,0.898674297,0.923791517,0.882717995,0.904850792,0.86525044,0.887836552,0.934086808,0.899382508,0.940911124,0.930755371,0.925507567,0.950107333,0.862951746,0.760771282,0.966888643,0.947552047,0.944839283,0.959894168
SERPINB2,0.154222903,0.713680187,0.526221865,0.243592669,0.483679679,0.707356533,0.353131173,0.297582004,0.836544678,0.356585919,0.588067247,0.338603946,0.34490411,0.830853302,0.169534277,0.53072463,0.33174655,0.894339877,0.63735995,0.522021237,0.660557108,0.400230283,0.630704073,0.460304308,0.420878326,0.624023742,0.770913757,0.828279321,0.489441674,0.477812267,0.741296929,0.841952254,0.441009064,0.299641793,0.455263454,0.252816017,0.250980042,0.280493851,0.275265733,0.502269623,0.343973985,0.424148639,0.395827882,0.214052988,0.568090719,0.275481697,0.08234957,0.260795499,0.866729715,0.452936221,0.307832462,0.238323056,0.679099301,0.653314156,0.591311305,0.700884229,0.632584842,0.54651498,0.217993434,0.522496623,0.437228473,0.820200156,0.711671765,0.772687421,0.785524246,0.535037917,0.424466937,0.391325351,0.856989262,0.91437433,0.57822713,0.32669555,0.1755183,0.399888518,0.447912252,0.862046691,0.420792839,0.732089436,0.223811347,0.883769075,0.607315132,0.484955166,0.300756889,0.56366809,0.761292653,0.885979434,0.465981686,0.376143256,0.286549319,0.351090833,0.654903255,0.467719467,0.300956594,0.375595947,0.592191035,0.733418299,0.409193009,0.559972076,0.48930084,0.429311128,0.509828306,0.175194454,0.263357457,0.459851504,0.205657092,0.249280188,0.268239451,0.038111305
RIMS3,0.552332662,0.320258222,0.322966008,0.25495781,0.094622213,0.279010253,0.341283368,0.313790291,0.1672902,0.293457536,0.611477538,0.414854023,0.467391086,0.345998247,0.328449761,0.054894002,0.375468246,0.212226754,0.044735116,0.331345214,0.44563521,0.329785089,0.365408915,0.353225327,0.470034275,0.103556895,0.099047271,0.357447555,0.354351006,0.366438561,0.42904677,0.432019006,0.484771459,0.30876103,0.544863192,0.368274416,0.362008414,0.677198137,0.471606016,0.817057912,0.560494895,0.477031308,0.361723243,0.637687715,0.475017199,0.412413074,0.341942378,0.297372739,0.563850985,0.345715258,0.624958516,0.313886751,0.247301333,0.309077831,0.453042901,0.357550954,0.483768603,0.299813125,0.158689821,0.687864042,0.356590737,0.265306122,0.090899984,0.311963615,0.378675637,0.193123103,0.315464047,0.220167068,0.617560185,0.375508865,0.327398063,0.642134284,0.536229046,0.432410891,0.291931195,0.284866472,0.356668258,0.359815667,0.207126685,0.072858478,0.338110537,0.390399607,0.245118401,0.345338789,0.398374787,0.347046438,0.404361689,0.616455038,0.528542811,0.374401695,0.429581133,0.423890112,0.446809897,0.567875733,0.270854447,0.187348067,0.50354493,0.053338832,0.107774809,0.256785381,0.495699429,0.492277013,0.100888959,0.300508726,0.712641741,0.638080127,0.528191811,0.857231629
