0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0.469756402,0.662273192,0.696169461,0.665588916,0.451426402,0.771538556,0.713776316,0.634639095,0.695538596,0.537443966,0.562853748,0.724132794,0.749018273,0.746152027,0.565565981,0.60068769,0.773475947,0.697477694,0.627343968,0.799405698,0.642598579,0.788287434,0.703323795,0.750233886,0.716110852,0.687498456,0.620415131,0.603852423,0.846804582,0.526273319,0.694787484,0.672109262,0.80947516,0.813718071,0.619051143,0.695719517,0.761026999,0.698479912,0.667585158,0.703396962,0.605403271,0.719865624,0.839451946,0.782381968,0.77499337,0.811329301,0.744703054,0.726402673,0.722314869,0.563813246,0.655499842,0.621074321,0.565459416,0.663896334,0.820130497,0.6365589,0.759535268,0.692371351,0.629430677,0.757496495,0.797788487,0.655614918,0.782393373,0.799518015,0.637604961,0.549431644,0.741542246,0.764315271,0.770299673,0.661394307,0.731495583,0.839817229,0.739925282,0.658917144,0.861406869,0.843608404,0.494859121,0.741887677,0.60919518,0.601749018,0.767928158,0.823766751,0.803403763,0.688048203,0.780263822,0.776398796,0.606851888,0.813603459,0.737154355,0.773167659,0.719916818,0.71655843,0.646562219,0.560315847,0.741783707,0.759084237,0.686819725,0.702218398,0.815695361,0.69798165,0.584108039,0.767397859,0.496604182,0.185630536,0.915047724,0.894673594,0.896668487,0.919508526
0.406738145,0.470773246,0.507808006,0.419489438,0.549916019,0.556676477,0.603529909,0.57943764,0.567937005,0.382198376,0.538994673,0.574173593,0.625698937,0.647558558,0.636864095,0.626340778,0.611869077,0.477388284,0.526765961,0.48298364,0.362087436,0.538233067,0.557404711,0.533250451,0.577743781,0.543993213,0.619921005,0.521494745,0.568121463,0.547080146,0.487746146,0.584156555,0.527517673,0.648883124,0.540543698,0.494856289,0.594251305,0.513751827,0.5276955,0.608575686,0.636722259,0.494547691,0.612244898,0.630021708,0.544953265,0.632143635,0.466211735,0.593939026,0.442952758,0.564991527,0.556949416,0.624640422,0.447468541,0.608410423,0.567977664,0.422680689,0.633587038,0.597434947,0.570068137,0.560962478,0.551363548,0.435013469,0.638279112,0.645937841,0.512583295,0.469115273,0.592777068,0.67973253,0.623305299,0.451247668,0.53394361,0.620577019,0.485021485,0.61136237,0.568297734,0.678610021,0.541449792,0.59898976,0.585841845,0.591733501,0.616211955,0.647969753,0.594990136,0.631048226,0.618481087,0.525165605,0.511457291,0.642112842,0.538200412,0.563766968,0.549687542,0.618606265,0.543027949,0.55581207,0.572381289,0.59333317,0.525077711,0.516731083,0.551036448,0.470901932,0.497700462,0.518488017,0.650597737,0.527502713,0.729361047,0.719504436,0.761063549,0.720194297
0.742120413,0.851600132,0.802527097,0.773059094,0.737330615,0.855196297,0.816209099,0.764210389,0.828995157,0.847775085,0.806105318,0.777250171,0.780360062,0.831017465,0.829626466,0.836214188,0.747034993,0.849338929,0.862847969,0.824266111,0.851611861,0.840147354,0.791151074,0.796290145,0.80383537,0.785136329,0.902076997,0.859051987,0.816727742,0.842285732,0.869708612,0.823770666,0.768051566,0.724988435,0.867910419,0.814309673,0.794699297,0.823720122,0.8600176,0.861918658,0.747643734,0.829645904,0.783432677,0.741888138,0.865204229,0.84885524,0.812004746,0.857246379,0.751537209,0.797170038,0.876277309,0.852419542,0.854135634,0.881378647,0.843789789,0.817546826,0.908433943,0.808167179,0.789065414,0.760529938,0.785779169,0.823226691,0.86743059,0.81741614,0.809856324,0.805617847,0.798008975,0.74750499,0.750191081,0.808043896,0.790008029,0.78298678,0.855327528,0.886942622,0.858671951,0.776332683,0.826920086,0.855561922,0.817899583,0.864660569,0.908812988,0.832663975,0.787473067,0.806173772,0.785694531,0.867162123,0.829608442,0.785574811,0.793437706,0.756258608,0.869691468,0.83359932,0.835896317,0.747670346,0.833141251,0.816245273,0.793659227,0.853358838,0.779072294,0.825463884,0.847979496,0.788826325,0.778438555,0.816763368,0.685011394,0.679960461,0.660945398,0.618614522
0.992544309,0.994645384,0.986522831,0.99178045,0.990895471,0.989384983,0.988748641,0.979712932,0.988278491,0.992539405,0.989805187,0.988530477,0.937614707,0.987649094,0.855363109,0.987112654,0.294273791,0.874439896,0.980719354,0.992991327,0.990569809,0.966021348,0.946314448,0.995637633,0.988445905,0.982474825,0.985770344,0.992713281,0.984336522,0.962836308,0.993118093,0.993367867,0.992593947,0.993207235,0.987554539,0.992857741,0.98883141,0.990847565,0.990322624,0.988695027,0.992265386,0.688501848,0.984041989,0.966814028,0.992976781,0.99589856,0.981188975,0.996855256,0.988871563,0.318477357,0.995132852,0.946023424,0.333804892,0.987125304,0.996940212,0.997283302,0.997419254,0.837494659,0.948336033,0.975659526,0.971800424,0.990889908,0.972635161,0.873924391,0.557962469,0.775338256,0.9917602,0.662554544,0.847133462,0.960360054,0.99367022,0.894233348,0.987381105,0.991228533,0.989990806,0.733114776,0.996944208,0.991534552,0.995614384,0.991723365,0.99505537,0.978768879,0.981226891,0.142857143,0.940898484,0.997378207,0.784395339,0.979089562,0.916898819,0.965125167,0.998343561,0.994660898,0.99400795,0.652452883,0.99649443,0.993849908,0.994813781,0.354268444,0.324916975,0.981047485,0.994798088,0.938077057,0.991643628,0.992591449,0.203475866,0.246438947,0.266289603,0.219486894
0.89610408,0.696258547,0.824055978,0.732178807,0.79058776,0.736906969,0.798847509,0.661196604,0.689575688,0.566592955,0.786352852,0.738539159,0.769107006,0.778426101,0.842661578,0.679313328,0.694816104,0.644868581,0.804139332,0.681693292,0.653797333,0.723250139,0.734716334,0.762175988,0.764323724,0.714285714,0.657599948,0.626123513,0.792399053,0.651827127,0.67714748,0.691120073,0.812423254,0.872491759,0.636458836,0.772339972,0.857146763,0.720437622,0.80383192,0.735634923,0.864683677,0.70521598,0.843068025,0.854120086,0.611621662,0.562840304,0.704284743,0.72817784,0.480100564,0.72264638,0.703002379,0.624923692,0.750785301,0.736790221,0.659609701,0.730801424,0.684757296,0.659058653,0.764616519,0.715754309,0.815556069,0.679218576,0.80113439,0.698336573,0.478426075,0.743401538,0.774838869,0.781928777,0.794104578,0.796857637,0.804689839,0.736298715,0.734611375,0.719151918,0.874605439,0.785191082,0.632668307,0.731849128,0.666258479,0.43404878,0.760464978,0.78134876,0.862864285,0.785444088,0.751408075,0.538920045,0.690289071,0.814066593,0.740940504,0.746691286,0.750270846,0.780145743,0.783306921,0.808667858,0.619679508,0.755771719,0.715176177,0.527515542,0.745866645,0.6851769,0.727584559,0.830477888,0.506326406,0.31957903,0.889559415,0.890438599,0.901641491,0.890636102
0.722668041,0.775220665,0.841345431,0.813779489,0.814699246,0.633159329,0.72435806,0.776866667,0.731950456,0.658512884,0.798450449,0.657139418,0.793810692,0.740000592,0.645384473,0.730089668,0.776707444,0.631039157,0.870011102,0.712641575,0.653122656,0.719201564,0.589598256,0.709542973,0.675500769,0.591671741,0.705306154,0.512332373,0.639520953,0.689429029,0.705238879,0.637011797,0.798466896,0.779527308,0.790784949,0.707230319,0.833771374,0.70267325,0.802667542,0.720925231,0.828623309,0.576355392,0.801510049,0.737156966,0.669944847,0.732908241,0.7411675,0.74706769,0.588957221,0.695461429,0.763009286,0.768350817,0.708339061,0.729886645,0.666745148,0.679939427,0.762566409,0.849480126,0.871642403,0.798721059,0.858295477,0.68272783,0.64090573,0.644313338,0.673173522,0.830184744,0.785318313,0.824427611,0.755515606,0.781742206,0.898201715,0.8107819,0.760877572,0.725376205,0.71774637,0.732164651,0.636038748,0.792504895,0.703290887,0.717308894,0.698642877,0.715120052,0.805414125,0.65517742,0.614648829,0.532471187,0.70943218,0.76369843,0.552140818,0.64393568,0.730147967,0.682870517,0.690007385,0.757751474,0.440904431,0.616850257,0.686436865,0.514362699,0.824014751,0.840619089,0.803789905,0.809182048,0.586333885,0.270176965,0.896835812,0.892282884,0.908246131,0.902770725
0.66877601,0.30870244,0.748831059,0.726419381,0.658942644,0.375374078,0.385563624,0.268243899,0.396916023,0.77204664,0.531175502,0.279929204,0.427221115,0.343249136,0.243241066,0.427212336,0.826202144,0.922690388,0.369177732,0.393964993,0.646521149,0.387064519,0.460855228,0.468138486,0.167055173,0.656155843,0.417978579,0.140572289,0.597569633,0.399219827,0.593554616,0.215741621,0.438619363,0.269114277,0.260672946,0.15945974,0.250732026,0.384564532,0.318482633,0.290839743,0.284844531,0.028738523,0.235912073,0.137618276,0.456223316,0.486160229,0.285862588,0.311435165,0.797489364,0.329421526,0.285661025,0.409889341,0.730727036,0.34758392,0.254436929,0.228279187,0.325443993,0.583277168,0.25450336,0.63074319,0.289333703,0.318398497,0.231696799,0.331426147,0.224803458,0.2089413,0.344062207,0.037679042,0.757429971,0.128863537,0.892331375,0.348897558,0.248748823,0.356444627,0.470912342,0.352164315,0.312865643,0.229377921,0.258521042,0.783229904,0.279967014,0.231597,0.221262936,0.153451462,0.520381949,0.240699925,0.31593529,0.241744172,0.173402487,0.434317422,0.087880763,0.24070422,0.245343302,0.175359073,0.120522016,0.302520349,0.354687801,0.23442352,0.421101107,0.020245908,0.237189688,0.103514021,0.490762909,0.276533847,0.895941487,0.979140803,0.965350346,0.980084541
0.287971033,0.097797746,0.142857143,0.016955688,0.23230346,0.230198042,0.201523093,0.224220138,0.260303221,0.106772988,0.170031983,0.242759199,0.386245519,0.017331041,0.170212169,0.270405707,0.270282606,0.205473997,0.020182308,0.119168081,0.221407901,0.209271825,0.209253832,0.18808463,0.115230911,0.192679613,0.123441667,0.094158538,0.351485272,0.302587137,0.162061225,0.105593509,0.647305572,0.261588201,0.46503926,0.704237489,0.757713017,0.092065701,0.804729865,0.450808179,0.750460506,0.127456357,0.181591292,0.213412496,0.760688335,0.747452785,0.11326901,0.016264813,0.50288492,0.016458228,0.391509445,0.180634695,0.356766749,0.269349467,0.185091542,0.282317603,0.226991306,0.388344174,0.153414123,0.205718405,0.249975632,0.021301095,0.31540892,0.307647765,0.20258253,0.263027987,0.227686611,0.221711106,0.347108027,0.434697357,0.807691768,0.138284742,0.19624687,0.349282192,0.029628427,0.181246869,0.017246899,0.234093632,0.017785759,0.260574565,0.355791773,0.242178422,0.270059689,0.438011986,0.302163424,0.082378965,0.006262604,0.226893455,0.769537183,0.243651049,0.256430469,0.258328435,0.182539715,0.325441187,0.266970983,0.228424848,0.256494974,0.271591397,0.271008299,0.30735712,0.216518463,0.419932517,0.020408163,0.318852542,0.666814627,0.659369754,0.692612769,0.687871076
0.62949333,0.48563805,0.490227901,0.463208997,0.515976579,0.490130891,0.649378424,0.676416123,0.218426161,0.247464434,0.510942666,0.1170759,0.334302125,0.271259192,0.552325344,0.295751936,0.702976726,0.239254386,0.635130317,0.374886273,0.362493175,0.485655223,0.382808982,0.432846036,0.568255679,0.420294777,0.462922827,0.410920775,0.271532203,0.156334847,0.469401071,0.439782905,0.703072171,0.352860776,0.644055279,0.614209067,0.650143084,0.609013531,0.582460594,0.643804627,0.714256438,0.154126908,0.624836983,0.558429613,0.472600772,0.428703338,0.421330292,0.379500857,0.522686546,0.37985499,0.618539257,0.425708496,0.596136039,0.434551683,0.399878101,0.476233857,0.342357307,0.442809083,0.453649967,0.712994589,0.546644467,0.320239564,0.051919788,0.245131509,0.390528262,0.386174948,0.455929528,0.351918282,0.511837136,0.369103592,0.529940866,0.636343854,0.504966871,0.321452488,0.115741851,0.553082473,0.454746333,0.47448629,0.471654157,0.274980793,0.330408864,0.361829405,0.660687647,0.358172575,0.379372342,0.328940151,0.244661681,0.565226756,0.42791765,0.505387202,0.494641448,0.273134844,0.309519806,0.49623658,0.257156366,0.297972839,0.564395829,0.420500429,0.731845771,0.750680263,0.659573248,0.779833767,0.537346299,0.317022342,0.845389382,0.804296143,0.75258845,0.807166992
0.009839999,0.051903755,0.240074179,0.23214208,0.254108253,0.447840664,0.207717159,0.098752352,0.188198222,0.017052285,0.085792118,0.017901855,0.318347078,0.1652582,0.055115087,0.291758834,0.268171139,0.050047888,0.30886878,0.105069945,0.024945697,0.17372386,0.28867508,0.352515561,0.310347411,0.050360675,0.153228084,0.032003824,0.238994735,0.276532225,0.227399978,0.343996242,0.344362412,0.32771636,0.46439113,0.022360279,0.202481012,0.382462055,0.355344585,0.495031544,0.305918486,0.076403394,0.109176665,0.319344273,0.34343187,0.057808724,0.099598737,0.323523166,0.07283815,0.255701863,0.181256383,0.250358396,0.172366997,0.198500163,0.079697534,0.135358712,0.056973661,0.478948991,0.189345835,0.267848126,0.053494081,0.22526181,0.041509855,0.176754768,0.389423241,0.340896043,0.093408834,0.053033839,0.310307847,0.14968003,0.086195612,0.30481832,0.31822214,0.076597405,0.487912127,0.073124603,0.042657196,0.201355444,0.027425055,0.154553922,0.071929576,0.038566096,0.01783174,0.361725344,0.254917648,0.318246935,0.278542407,0.491937947,0.232972305,0.199718607,0.040335213,0.570434465,0.168609148,0.130486388,0.291399485,0.373086676,0.118302745,0.359033294,0.33039651,0.071564178,0.034215525,0.072747657,0.077527124,0.489527773,0.83106667,0.729784715,0.549724421,0.821361893
